ParticipantName	FixationIndex	AOI[window]Hit	AOI[graph]Hit	AOI[legend]Hit	AOI[title]Hit	AOI[Q1]Hit	AOI[Q2]Hit	AOI[Q3]Hit	AOI[Q4]Hit	
P14	105	1	1	0	0	1	0	0	0	
P14	106	1	1	0	0	0	0	0	0	
P14	107	1	1	0	0	1	0	0	0	
P14	108	1	0	0	0	0	0	0	0	
P14	109	1	1	0	0	1	0	0	0	
P14	110	1	1	0	0	1	0	0	0	
P14	111	1	1	0	0	1	0	0	0	
P14	112	1	1	0	0	1	0	0	0	
P14	113	1	1	0	0	1	0	0	0	
P14	114	1	1	0	0	1	0	0	0	
P14	115	1	1	0	0	1	0	0	0	
P14	116	1	1	0	0	1	0	0	0	
P14	117	1	1	0	0	1	0	0	0	
P14	118	1	1	0	0	1	0	0	0	
P14	119	1	1	0	0	1	0	0	0	
P14	120	1	1	0	0	0	1	0	0	
P14	121	1	1	0	0	1	0	0	0	
P14	122	1	1	0	0	1	0	0	0	
P14	123	1	1	0	0	1	0	0	0	
P14	124	1	0	1	0	0	0	0	0	
P14	125	1	0	1	0	0	0	0	0	
P14	126	1	0	1	0	0	0	0	0	
P14	127	1	0	1	0	0	0	0	0	
P14	128	1	1	0	0	0	0	1	0	
P14	129	1	1	0	0	0	0	1	0	
P14	130	1	1	0	0	0	0	1	0	
P14	131	1	1	0	0	0	0	1	0	
P14	132	1	0	1	0	0	0	0	0	
P14	133	1	1	0	0	1	0	0	0	
P14	134	1	0	0	0	0	0	0	0	
P14	135	1	0	0	0	0	0	0	0	
P14	136	1	0	0	0	0	0	0	0	
P14	137	1	0	0	0	0	0	0	0	
P14	138	1	1	0	0	0	0	0	0	
P14	139	1	0	0	0	0	0	0	0	
P14	140	1	1	0	0	1	0	0	0	
P14	141	1	1	0	0	1	0	0	0	
P14	142	1	1	0	0	1	0	0	0	
P14	143	1	1	0	0	1	0	0	0	
P14	144	1	1	0	0	0	0	1	0	
P14	145	1	1	0	0	0	0	1	0	
P14	146	1	1	0	0	0	0	1	0	
P14	147	1	1	0	0	0	0	1	0	
P14	148	1	1	0	0	0	0	0	1	
P14	149	1	1	0	0	0	0	0	1	
P14	150	1	1	0	0	0	0	0	1	
P14	151	1	1	0	0	0	1	0	0	
P14	152	1	1	0	0	0	0	1	0	
P14	153	1	1	0	0	0	0	1	0	
P14	154	1	1	0	0	0	0	1	0	
P14	155	1	1	0	0	0	1	0	0	
P14	156	1	1	0	0	0	1	0	0	
P14	157	1	1	0	0	1	0	1	0	
P14	158	1	1	0	0	0	1	0	0	
P14	159	1	1	0	0	0	0	1	0	
P14	160	1	1	0	0	0	1	0	0	
P14	161	1	1	0	0	0	1	0	0	
P14	162	1	1	0	0	0	0	1	0	
P14	163	1	1	0	0	0	0	1	0	
P14	164	1	1	0	0	0	0	1	0	
P14	165	1	1	0	0	0	0	0	1	
P14	166	1	1	0	0	0	0	1	0	
P14	167	1	1	0	0	0	0	0	1	
P14	168	1	1	0	0	0	0	0	1	
P14	169	1	1	0	0	0	0	1	0	
P14	170	1	1	0	0	0	0	0	1	
P14	171	1	1	0	0	0	0	0	1	
P14	172	1	1	0	0	0	0	0	0	
P14	173	1	0	0	0	0	0	0	0	
P14	174	1	1	0	0	0	0	1	0	
P14	175	1	1	0	0	0	1	0	0	
P14	176	1	1	0	0	0	1	0	0	
P14	177	1	1	0	0	0	1	0	0	
P14	178	1	1	0	0	0	0	0	0	
P14	179	1	1	0	0	0	0	1	0	
P14	180	1	1	0	0	1	0	0	0	
P14	181	1	1	0	0	1	0	0	0	
P14	182	1	0	1	0	0	0	0	0	
P15	1	1	1	0	0	0	0	0	0	
P15	2	1	0	0	0	0	0	0	0	
P15	3	1	1	0	0	0	0	1	0	
P15	4	1	0	1	0	0	0	0	0	
P15	5	1	1	0	0	0	0	0	0	
P15	6	1	0	0	0	0	0	0	0	
P15	7	1	1	0	0	0	0	0	1	
P15	8	1	1	0	0	0	0	0	1	
P15	9	1	1	0	0	0	0	1	0	
P15	10	1	1	0	0	0	0	1	0	
P15	11	1	0	1	0	0	0	0	0	
P15	12	1	0	1	0	0	0	0	0	
P15	13	1	0	1	0	0	0	0	0	
P15	14	1	0	1	0	0	0	0	0	
P15	15	1	1	0	0	0	0	0	0	
P15	16	1	1	0	0	1	0	0	0	
P15	17	1	0	0	1	0	0	0	0	
P15	18	1	1	0	0	0	1	0	0	
P15	19	1	0	1	0	0	0	0	0	
P15	20	1	0	1	0	0	0	0	0	
P15	21	1	0	1	0	0	0	0	0	
P15	22	1	0	1	0	0	0	0	0	
P15	23	1	0	1	0	0	0	0	0	
P15	24	1	0	1	0	0	0	0	0	
P15	25	1	0	1	0	0	0	0	0	
P15	26	1	0	1	0	0	0	0	0	
P15	27	1	0	1	0	0	0	0	0	
P15	28	1	0	1	0	0	0	0	0	
P15	29	1	0	1	0	0	0	0	0	
P15	30	1	0	1	0	0	0	0	0	
P15	31	1	0	1	0	0	0	0	0	
P15	32	1	0	1	0	0	0	0	0	
P15	33	1	0	1	0	0	0	0	0	
P15	34	1	0	1	0	0	0	0	0	
P15	35	1	0	1	0	0	0	0	0	
P15	36	1	0	1	0	0	0	0	0	
P15	37	1	0	1	0	0	0	0	0	
P15	38	1	0	1	0	0	0	0	0	
P15	39	1	0	1	0	0	0	0	0	
P15	40	1	0	1	0	0	0	0	0	
P15	41	1	0	1	0	0	0	0	0	
P15	42	1	0	1	0	0	0	0	0	
P15	43	1	0	1	0	0	0	0	0	
P15	44	1	0	1	0	0	0	0	0	
P15	45	1	0	1	0	0	0	0	0	
P15	46	1	0	1	0	0	0	0	0	
P15	47	1	1	0	0	0	1	0	0	
P15	48	1	1	0	0	1	0	0	0	
P15	49	1	1	0	0	1	0	0	0	
P15	50	1	1	0	0	0	0	0	1	
P15	51	1	1	0	0	0	0	0	1	
P15	52	1	1	0	0	0	0	0	1	
P15	53	1	1	0	0	0	1	0	0	
P15	54	1	1	0	0	0	1	0	0	
P15	55	1	1	0	0	0	1	0	0	
P15	56	1	1	0	0	0	1	0	0	
P15	57	1	1	0	0	0	1	0	0	
P15	58	1	1	0	0	0	1	0	0	
P15	59	1	0	0	0	0	0	0	0	
P15	60	1	0	0	1	0	0	0	0	
P15	61	1	0	0	1	0	0	0	0	
P15	62	1	0	0	0	0	0	0	0	
P15	63	1	1	0	0	0	0	0	1	
P15	64	1	1	0	0	0	0	0	1	
P15	65	1	1	0	0	1	0	0	0	
P15	66	1	1	0	0	1	0	0	0	
P15	67	1	1	0	0	1	0	0	0	
P15	68	1	1	0	0	1	0	0	0	
P15	69	1	1	0	0	1	0	0	0	
P15	70	1	1	0	0	0	0	0	1	
P15	71	1	1	0	0	0	1	0	0	
P15	72	1	1	0	0	0	0	1	0	
P15	73	1	1	0	0	0	0	0	1	
P15	74	1	1	0	0	1	0	0	0	
P15	75	1	1	0	0	1	0	0	0	
P15	76	1	1	0	0	0	1	0	0	
P15	77	1	1	0	0	0	0	0	0	
P15	78	1	0	0	1	0	0	0	0	
P15	79	1	0	0	1	0	0	0	0	
P15	80	1	0	1	0	0	0	0	0	
P15	81	1	0	0	1	0	0	0	0	
P15	82	1	1	0	0	0	0	0	1	
P15	83	1	1	0	0	0	1	0	0	
