ParticipantName	FixationIndex	AOI[window]Hit	AOI[graph]Hit	AOI[legend]Hit	AOI[title]Hit	AOI[Q1]Hit	AOI[Q2]Hit	AOI[Q3]Hit	AOI[Q4]Hit	
P07	140	1	1	0	0	0	0	0	1	
P07	141	1	1	0	0	0	0	0	1	
P07	142	1	1	0	0	0	0	0	0	
P07	143	1	1	0	0	0	0	0	0	
P07	144	1	1	0	0	0	0	0	0	
P07	145	1	1	0	0	0	0	0	1	
P07	146	1	1	0	0	0	0	0	1	
P07	147	1	1	0	0	0	0	0	0	
P07	148	1	1	0	0	0	0	0	1	
P07	149	1	1	0	0	0	0	0	1	
P07	150	1	1	0	0	0	0	0	1	
P07	151	1	1	0	0	0	0	0	1	
P07	152	1	1	0	0	0	0	0	1	
P07	153	1	0	1	0	0	0	0	0	
P07	154	1	0	1	0	0	0	0	0	
P07	155	1	1	0	0	0	1	0	0	
P07	156	1	1	0	0	0	0	0	0	
P07	157	1	1	0	0	0	0	0	0	
P07	158	1	1	0	0	0	0	0	0	
P07	159	1	1	0	0	1	0	0	0	
P07	160	1	1	0	0	1	0	0	0	
P07	161	1	1	0	0	1	0	0	0	
P07	162	1	1	0	0	1	0	0	0	
P07	163	1	1	0	0	1	0	0	0	
P07	164	1	1	0	0	1	0	0	0	
P07	165	1	1	0	0	0	1	0	0	
P07	166	1	1	0	0	0	1	0	0	
P07	167	1	1	0	0	0	0	0	1	
P07	168	1	1	0	0	0	0	0	1	
P07	169	1	1	0	0	1	0	0	0	
P07	170	1	1	0	0	0	0	1	0	
P07	171	1	1	0	0	0	0	0	1	
P07	172	1	1	0	0	0	0	0	1	
P07	173	1	1	0	0	0	0	0	1	
P07	174	1	0	1	0	0	0	0	0	
P07	175	1	0	1	0	0	0	0	0	
P07	176	1	0	1	0	0	0	0	0	
P07	177	1	0	1	0	0	0	0	0	
P07	178	1	0	1	0	0	0	0	0	
P07	179	1	0	1	0	0	0	0	0	
P07	180	1	0	1	0	0	0	0	0	
P07	181	1	1	0	0	0	0	0	1	
P07	182	1	1	0	0	0	0	0	1	
P07	183	1	1	0	0	0	0	0	1	
P07	184	1	1	0	0	0	0	0	1	
P07	185	1	1	0	0	0	0	0	1	
P07	186	1	1	0	0	0	0	0	1	
P07	187	1	0	1	0	0	0	0	0	
P07	188	1	0	1	0	0	0	0	0	
P07	189	1	0	1	0	0	0	0	0	
P07	190	1	0	1	0	0	0	0	0	
P07	191	1	0	1	0	0	0	0	0	
P07	192	1	1	0	0	0	0	0	1	
P07	193	1	1	0	0	0	0	0	1	
P07	194	1	1	0	0	0	0	0	1	
P07	195	1	1	0	0	0	1	0	0	
P07	196	1	1	0	0	0	0	0	1	
P07	197	1	1	0	0	0	0	0	1	
P07	198	1	1	0	0	0	0	0	1	
P07	199	1	1	0	0	0	1	0	0	
P07	200	1	1	0	0	0	1	0	0	
P07	201	1	1	0	0	0	1	0	0	
P07	202	1	1	0	0	0	0	0	1	
P07	203	1	1	0	0	0	0	0	0	
P07	204	1	1	0	0	0	0	0	0	
P07	205	1	1	0	0	1	0	0	0	
P07	206	1	1	0	0	1	0	0	0	
P07	207	1	1	0	0	0	0	0	0	
P07	208	1	1	0	0	0	0	0	0	
P07	209	1	1	0	0	0	0	0	0	
P07	210	1	1	0	0	0	0	0	1	
P07	211	1	1	0	0	1	0	0	0	
P07	212	1	1	0	0	1	0	0	0	
P07	213	1	1	0	0	1	0	0	0	
P07	214	1	1	0	0	0	0	1	0	
P07	215	1	1	0	0	0	0	0	1	
P07	216	1	1	0	0	0	0	1	0	
P07	217	1	1	0	0	0	0	1	0	
P07	218	1	1	0	0	0	0	0	0	
P07	219	1	1	0	0	0	0	0	0	
P07	220	1	1	0	0	0	0	0	1	
P07	221	1	1	0	0	0	0	0	1	
P07	222	1	1	0	0	0	0	0	0	
P07	223	1	1	0	0	1	0	0	0	
P07	224	1	1	0	0	1	0	0	0	
P07	225	1	1	0	0	1	0	0	0	
P07	226	1	1	0	0	0	1	0	0	
P07	227	1	1	0	0	1	0	0	0	
P07	228	1	1	0	0	1	0	0	0	
P07	229	1	1	0	0	1	0	0	0	
P07	230	1	1	0	0	1	0	0	0	
P07	231	1	1	0	0	0	1	0	0	
P07	232	1	0	1	0	0	0	0	0	
P07	233	1	0	1	0	0	0	0	0	
P07	234	1	1	0	0	0	0	1	0	
P07	235	1	1	0	0	0	0	0	0	
P07	236	1	1	0	0	0	0	0	0	
P07	237	1	1	0	0	0	0	0	0	
P07	238	1	1	0	0	0	0	0	0	
P07	239	1	1	0	0	0	0	1	0	
P07	240	1	1	0	0	0	0	0	1	
P07	241	1	1	0	0	0	0	0	1	
P07	242	1	1	0	0	1	0	0	0	
P07	243	1	1	0	0	0	0	0	0	
P07	244	1	0	0	0	0	0	0	0	
P07	245	1	0	0	0	0	0	0	0	
P07	246	1	1	0	0	0	0	1	0	
P07	247	1	1	0	0	0	0	1	0	
P07	248	1	1	0	0	0	0	0	1	
P07	249	1	1	0	0	0	0	0	1	
P07	250	1	1	0	0	0	0	0	1	
P07	251	1	1	0	0	0	0	0	0	
P07	252	1	1	0	0	1	0	0	0	
P07	253	1	1	0	0	0	1	0	0	
P07	254	1	1	0	0	0	1	0	0	
P07	255	1	1	0	0	0	0	0	0	
P07	256	1	1	0	0	0	0	1	0	
P07	257	1	1	0	0	0	0	0	0	
P07	258	1	1	0	0	0	0	0	0	
P07	259	1	1	0	0	0	0	0	1	
P07	260	1	1	0	0	0	0	0	1	
P07	261	1	1	0	0	0	0	0	1	
P07	262	1	1	0	0	0	0	0	1	
P07	263	1	1	0	0	0	0	0	0	
P07	264	1	1	0	0	0	0	0	0	
P07	265	1	1	0	0	0	0	0	0	
P07	266	1	1	0	0	0	0	0	0	
P07	267	1	1	0	0	0	0	0	0	
P07	268	1	1	0	0	0	0	0	1	
P07	269	1	1	0	0	0	0	0	1	
P07	270	1	1	0	0	0	0	0	1	
P07	271	1	1	0	0	0	0	0	1	
P07	272	1	1	0	0	0	0	0	1	
P07	273	1	1	0	0	0	0	0	1	
P07	274	1	0	1	0	0	0	0	0	
P07	275	1	1	0	0	0	0	0	1	
P07	276	1	1	0	0	0	0	0	1	
P07	277	1	0	1	0	0	0	0	0	
P07	278	1	0	1	0	0	0	0	0	
P07	279	1	0	1	0	0	0	0	0	
P07	280	1	0	1	0	0	0	0	0	
P07	281	1	0	1	0	0	0	0	0	
P07	282	1	0	1	0	0	0	0	0	
P07	283	1	0	1	0	0	0	0	0	
P07	284	1	0	1	0	0	0	0	0	
P07	285	1	0	1	0	0	0	0	0	
P07	286	1	0	1	0	0	0	0	0	
P07	287	1	0	1	0	0	0	0	0	
P07	288	1	0	1	0	0	0	0	0	
P07	289	1	0	1	0	0	0	0	0	
P07	290	1	0	0	0	0	0	0	0	
P07	291	1	0	1	0	0	0	0	0	
P07	292	1	0	1	0	0	0	0	0	
P07	293	1	0	1	0	0	0	0	0	
P07	294	1	1	0	0	0	0	0	0	
P07	295	1	0	0	0	0	0	0	0	
P07	296	1	0	0	0	0	0	0	0	
P07	297	1	1	0	0	0	1	0	0	
P07	298	1	0	1	0	0	0	0	0	
P07	299	1	1	0	0	0	0	0	0	
P07	300	1	0	1	0	0	0	0	0	
P07	301	1	1	0	0	0	0	0	0	
P07	302	1	1	0	0	0	1	0	0	
P07	303	1	1	0	0	0	1	0	0	
P07	304	1	1	0	0	0	0	0	0	
P07	305	1	0	1	0	0	0	0	0	
P07	306	1	1	0	0	0	0	0	0	
P07	307	1	1	0	0	0	0	0	0	
P07	308	1	1	0	0	0	1	0	0	
P08	1	1	0	0	0	0	0	0	0	
P08	2	1	0	0	0	0	0	0	0	
P08	3	1	0	0	1	0	0	0	0	
P08	4	1	0	0	1	0	0	0	0	
P08	5	1	0	0	1	0	0	0	0	
P08	6	1	0	0	1	0	0	0	0	
P08	7	1	0	0	1	0	0	0	0	
P08	8	1	0	0	1	0	0	0	0	
P08	9	1	0	0	1	0	0	0	0	
P08	10	1	0	0	1	0	0	0	0	
P08	11	1	0	0	1	0	0	0	0	
P08	12	1	1	0	0	0	1	0	0	
P08	13	1	0	1	0	0	0	0	0	
P08	14	1	0	1	0	0	0	0	0	
P08	15	1	0	1	0	0	0	0	0	
P08	16	1	0	1	0	0	0	0	0	
P08	17	1	1	0	0	0	1	0	0	
P08	18	1	1	0	0	0	1	0	0	
P08	19	1	1	0	0	0	1	0	0	
P08	20	1	1	0	0	0	0	1	0	
P08	21	1	1	0	0	1	0	0	0	
P08	22	1	1	0	0	1	0	0	0	
P08	23	1	1	0	0	1	0	0	0	
P08	24	1	1	0	0	0	0	0	0	
P08	25	1	1	0	0	1	0	0	0	
P08	26	1	0	0	1	0	0	0	0	
P08	27	1	1	0	0	0	0	0	0	
P08	28	1	1	0	0	0	0	0	0	
P08	29	1	1	0	0	0	1	0	0	
P08	30	1	1	0	0	0	1	0	0	
P08	31	1	1	0	0	0	0	0	1	
P08	32	1	0	1	0	0	0	0	0	
P08	33	1	0	1	0	0	0	0	0	
P08	34	1	1	0	0	0	1	0	0	
P08	35	1	1	0	0	0	1	0	0	
P08	36	1	1	0	0	0	1	0	0	
P08	37	1	0	1	0	0	0	0	0	
P08	38	1	0	1	0	0	0	0	0	
P08	39	1	0	1	0	0	0	0	0	
P08	40	1	0	1	0	0	0	0	0	
P08	41	1	1	0	0	0	1	0	0	
P08	42	1	1	0	0	0	0	0	1	
P08	43	1	1	0	0	0	0	0	1	
P08	44	1	1	0	0	0	0	1	0	
P08	45	1	1	0	0	1	0	0	0	
P08	46	1	1	0	0	1	0	0	0	
P08	47	1	1	0	0	1	0	0	0	
P08	48	1	1	0	0	1	0	0	0	
P08	49	1	0	0	0	0	0	0	0	
P08	50	1	1	0	0	0	0	0	0	
P08	51	1	1	0	0	0	0	0	0	
P08	52	1	1	0	0	0	0	0	0	
P08	53	1	1	0	0	0	1	0	0	
P08	54	1	1	0	0	0	0	1	0	
P08	55	1	1	0	0	1	0	0	0	
P08	56	1	1	0	0	1	0	0	0	
P08	57	1	1	0	0	1	0	0	0	
P08	58	1	1	0	0	0	1	0	0	
P08	59	1	1	0	0	0	1	0	0	
P08	60	1	0	0	0	0	0	0	0	
P08	61	1	0	0	0	0	0	0	0	
P08	62	1	1	0	0	1	0	0	0	
P08	63	1	1	0	0	1	0	0	0	
P08	64	1	1	0	0	1	0	0	0	
P08	65	1	1	0	0	0	1	0	0	
P08	66	1	1	0	0	0	1	0	0	
P08	67	1	1	0	0	0	1	0	0	
P08	68	1	1	0	0	0	1	0	0	
P08	69	1	1	0	0	1	0	0	0	
P08	70	1	1	0	0	1	0	0	0	
P08	71	1	1	0	0	1	0	0	0	
P08	72	1	1	0	0	1	0	0	0	
P08	73	1	1	0	0	0	1	0	0	
P08	74	1	1	0	0	1	0	0	0	
P08	75	1	1	0	0	1	0	0	0	
P08	76	1	1	0	0	1	0	0	0	
P08	77	1	1	0	0	0	0	0	0	
P08	78	1	1	0	0	0	0	1	0	
P08	79	1	1	0	0	0	0	1	0	
P08	80	1	1	0	0	0	1	0	0	
P08	81	1	1	0	0	0	1	0	0	
P08	82	1	1	0	0	0	1	0	0	
P08	83	1	1	0	0	0	1	0	0	
P08	84	1	1	0	0	0	1	0	0	
P08	85	1	1	0	0	1	0	0	0	
P08	86	1	1	0	0	1	0	0	0	
P08	87	1	1	0	0	0	1	0	0	
P08	88	1	1	0	0	0	1	0	0	
P08	89	1	1	0	0	0	1	0	0	
P08	90	1	1	0	0	0	1	0	0	
P08	91	1	0	1	0	0	0	0	0	
P08	92	1	0	1	0	0	0	0	0	
P08	93	1	1	0	0	0	0	0	0	
P08	94	1	1	0	0	0	0	0	1	
P08	95	1	1	0	0	0	0	0	0	
P08	96	1	1	0	0	1	0	0	0	
P08	97	1	0	1	0	0	0	0	0	
P08	98	1	0	1	0	0	0	0	0	
P09	1	1	1	0	0	0	0	0	0	
P09	2	1	1	0	0	0	0	0	0	
P09	3	1	1	0	0	1	0	0	0	
P09	4	1	0	0	1	0	0	0	0	
P09	5	1	0	0	1	0	0	0	0	
P09	6	1	0	0	0	0	0	0	0	
P09	7	1	0	0	0	0	0	0	0	
P09	8	1	0	0	0	0	0	0	0	
P09	9	1	0	0	0	0	0	0	0	
P09	10	1	1	0	0	0	1	0	0	
P09	11	1	0	1	0	0	0	0	0	
P09	12	1	0	1	0	0	0	0	0	
P09	13	1	0	1	0	0	0	0	0	
P09	14	1	0	1	0	0	0	0	0	
P09	15	1	0	1	0	0	0	0	0	
P09	16	1	0	1	0	0	0	0	0	
P09	17	1	0	1	0	0	0	0	0	
P09	18	1	0	1	0	0	0	0	0	
P09	19	1	0	1	0	0	0	0	0	
P09	20	1	1	0	0	0	0	1	0	
P09	21	1	1	0	0	1	0	0	0	
P09	22	1	1	0	0	1	0	0	0	
P09	23	1	1	0	0	1	0	0	0	
P09	24	1	1	0	0	0	1	0	0	
P09	25	1	1	0	0	0	0	0	1	
P09	26	1	0	1	0	0	0	0	0	
P09	27	1	1	0	0	0	0	0	1	
P09	28	1	1	0	0	0	0	0	1	
P09	29	1	1	0	0	0	0	1	0	
P09	30	1	1	0	0	1	0	0	0	
P09	31	1	1	0	0	0	0	0	1	
P09	32	1	1	0	0	0	1	0	0	
P09	33	1	1	0	0	0	1	0	0	
P09	34	1	0	1	0	0	0	0	0	
P09	35	1	0	1	0	0	0	0	0	
P09	36	1	0	1	0	0	0	0	0	
P09	37	1	1	0	0	0	1	0	0	
P09	38	1	1	0	0	1	0	0	0	
P09	39	1	1	0	0	1	0	0	0	
P09	40	1	1	0	0	1	0	0	0	
P09	41	1	1	0	0	1	0	0	0	
P09	42	1	1	0	0	0	1	0	0	
P09	43	1	1	0	0	0	0	0	0	
P09	44	1	1	0	0	0	0	0	0	
P09	45	1	1	0	0	0	0	0	0	
P09	46	1	1	0	0	0	0	0	0	
P09	47	1	1	0	0	0	0	0	1	
P09	48	1	1	0	0	0	1	0	0	
P09	49	1	1	0	0	0	0	0	1	
P09	50	1	0	1	0	0	0	0	0	
P09	51	1	1	0	0	0	1	0	0	
P10	1	1	0	0	0	0	0	0	0	
P10	2	1	1	0	0	1	0	0	0	
P10	3	1	0	0	0	0	0	0	0	
P10	4	1	0	0	0	0	0	0	0	
P10	5	1	0	0	0	0	0	0	0	
P10	6	1	0	0	0	0	0	0	0	
P10	7	1	0	0	0	0	0	0	0	
P10	8	1	0	0	0	0	0	0	0	
P10	9	1	0	0	1	0	0	0	0	
P10	10	1	0	0	1	0	0	0	0	
P10	11	1	0	0	1	0	0	0	0	
P10	12	1	1	0	0	0	1	0	0	
P10	13	1	1	0	0	0	0	0	1	
P10	14	1	1	0	0	0	1	0	0	
P10	15	1	1	0	0	0	1	0	0	
P10	16	1	0	1	0	0	0	0	0	
P10	17	1	0	1	0	0	0	0	0	
P10	18	1	0	1	0	0	0	0	0	
P10	19	1	0	1	0	0	0	0	0	
P10	20	1	0	1	0	0	0	0	0	
P10	21	1	0	1	0	0	0	0	0	
P10	22	1	0	1	0	0	0	0	0	
P10	23	1	0	1	0	0	0	0	0	
P10	24	1	0	1	0	0	0	0	0	
P10	25	1	0	1	0	0	0	0	0	
P10	26	1	0	1	0	0	0	0	0	
P10	27	1	0	1	0	0	0	0	0	
P10	28	1	0	1	0	0	0	0	0	
P10	29	1	0	1	0	0	0	0	0	
P10	30	1	0	1	0	0	0	0	0	
P10	31	1	1	0	0	0	0	0	1	
P10	32	1	1	0	0	0	0	0	1	
P10	33	1	1	0	0	0	1	0	0	
P10	34	1	1	0	0	0	0	1	0	
P10	35	1	1	0	0	1	0	0	0	
P10	36	1	1	0	0	1	0	0	0	
P10	37	1	1	0	0	0	0	0	1	
P10	38	1	1	0	0	0	0	1	0	
P10	39	1	1	0	0	0	0	0	0	
P10	40	1	1	0	0	1	0	0	0	
P10	41	1	1	0	0	1	0	0	0	
P10	42	1	1	0	0	1	0	0	0	
P10	43	1	1	0	0	0	0	0	1	
P10	44	1	1	0	0	0	0	0	1	
P10	45	1	1	0	0	0	0	0	1	
P10	46	1	0	1	0	0	0	0	0	
P10	47	1	0	1	0	0	0	0	0	
P10	48	1	0	1	0	0	0	0	0	
P10	49	1	0	1	0	0	0	0	0	
P10	50	1	0	1	0	0	0	0	0	
P10	51	1	0	1	0	0	0	0	0	
P10	52	1	0	0	1	0	0	0	0	
P10	53	1	1	0	0	0	1	0	0	
P10	54	1	1	0	0	0	1	0	0	
P10	55	1	1	0	0	0	0	0	1	
P10	56	1	0	1	0	0	0	0	0	
P10	57	1	0	1	0	0	0	0	0	
P10	58	1	1	0	0	0	1	0	0	
P10	59	1	1	0	0	0	1	0	0	
P10	60	1	0	1	0	0	0	0	0	
P10	61	1	0	1	0	0	0	0	0	
P10	62	1	0	1	0	0	0	0	0	
P10	63	1	1	0	0	0	0	0	1	
P10	64	1	1	0	0	0	0	0	1	
P10	65	1	1	0	0	1	0	0	0	
P10	66	1	0	0	1	0	0	0	0	
P10	67	1	0	0	0	0	0	0	0	
P10	68	1	0	0	0	0	0	0	0	
P10	69	1	0	1	0	0	0	0	0	
P10	70	1	0	1	0	0	0	0	0	
P10	71	1	1	0	0	0	0	0	1	
P10	72	1	1	0	0	0	0	0	0	
P10	73	1	1	0	0	0	0	0	0	
P11	1	1	1	0	0	0	0	0	0	
P11	2	1	1	0	0	1	0	0	0	
P11	3	1	0	0	1	0	0	0	0	
P11	4	1	0	0	1	0	0	0	0	
P11	5	1	0	0	1	0	0	0	0	
P11	6	1	0	0	1	0	0	0	0	
P11	7	1	0	0	0	0	0	0	0	
P11	8	1	0	0	1	0	0	0	0	
P11	9	1	0	0	1	0	0	0	0	
P11	10	1	0	0	1	0	0	0	0	
P11	11	1	0	0	1	0	0	0	0	
P11	12	1	0	1	0	0	0	0	0	
P11	13	1	1	0	0	0	1	0	0	
P11	14	1	1	0	0	0	0	0	0	
P11	15	1	1	0	0	0	0	0	1	
P11	16	1	1	0	0	0	0	0	1	
P11	17	1	0	1	0	0	0	0	0	
P11	18	1	0	1	0	0	0	0	0	
P11	19	1	0	1	0	0	0	0	0	
P11	20	1	1	0	0	0	0	1	0	
P11	21	1	1	0	0	0	1	0	0	
P11	22	1	1	0	0	0	0	0	0	
P11	23	1	0	0	1	0	0	0	0	
P11	24	1	1	0	0	0	0	0	1	
P11	25	1	1	0	0	0	1	0	0	
P11	26	1	1	0	0	0	1	0	0	
P11	27	1	1	0	0	0	0	0	0	
P11	28	1	1	0	0	0	0	1	0	
P11	29	1	1	0	0	1	0	0	0	
P11	30	1	1	0	0	1	0	0	0	
P11	31	1	1	0	0	1	0	0	0	
P11	32	1	1	0	0	0	0	1	0	
P11	33	1	1	0	0	0	0	0	0	
P11	34	1	1	0	0	0	1	0	0	
P11	35	1	1	0	0	0	1	0	0	
P11	36	1	1	0	0	0	1	0	0	
P11	37	1	1	0	0	0	0	0	1	
P11	38	1	1	0	0	0	1	0	0	
P11	39	1	0	1	0	0	0	0	0	
P11	40	1	0	1	0	0	0	0	0	
P11	41	1	0	1	0	0	0	0	0	
P11	42	1	0	1	0	0	0	0	0	
P11	43	1	1	0	0	0	1	0	0	
P11	44	1	1	0	0	0	1	0	0	
P11	45	1	0	1	0	0	0	0	0	
P11	46	1	0	1	0	0	0	0	0	
P11	47	1	1	0	0	0	1	0	0	
P11	48	1	1	0	0	0	1	0	0	
P11	49	1	1	0	0	0	0	1	0	
P11	50	1	0	0	1	0	0	0	0	
P11	51	1	0	0	1	0	0	0	0	
P11	52	1	0	0	1	0	0	0	0	
P11	53	1	0	0	1	0	0	0	0	
P12	1	1	1	0	0	0	1	0	0	
P12	2	1	1	0	0	1	0	0	0	
P12	3	1	1	0	0	1	0	0	0	
P12	4	1	0	0	1	0	0	0	0	
P12	5	1	1	0	0	0	0	0	0	
P12	6	1	1	0	0	0	0	0	0	
P12	7	1	1	0	0	0	0	0	0	
P12	8	1	1	0	0	0	0	0	0	
P12	9	1	1	0	0	0	0	0	1	
P12	10	1	1	0	0	0	0	1	0	
P12	11	1	1	0	0	1	0	0	0	
P12	12	1	0	1	0	0	0	0	0	
P12	13	1	0	1	0	0	0	0	0	
P12	14	1	1	0	0	0	0	1	0	
P12	15	1	1	0	0	0	0	0	1	
P12	16	1	1	0	0	0	0	0	1	
P12	17	1	0	1	0	0	0	0	0	
P12	18	1	1	0	0	0	0	0	1	
P12	19	1	1	0	0	0	0	0	1	
P12	20	1	0	1	0	0	0	0	0	
P12	21	1	0	1	0	0	0	0	0	
P12	22	1	0	1	0	0	0	0	0	
P12	23	1	0	1	0	0	0	0	0	
P12	24	1	0	1	0	0	0	0	0	
P12	25	1	0	1	0	0	0	0	0	
P12	26	1	1	0	0	0	0	0	1	
P12	27	1	1	0	0	0	0	0	1	
P12	28	1	1	0	0	0	1	0	0	
P12	29	1	1	0	0	0	0	1	0	
P12	30	1	1	0	0	1	0	0	0	
P12	31	1	1	0	0	1	0	0	0	
P12	32	1	1	0	0	1	0	0	0	
P13	1	1	1	0	0	0	1	0	0	
P13	2	1	1	0	0	0	1	0	0	
P13	3	1	0	0	0	0	0	0	0	
P13	4	1	1	0	0	0	0	0	0	
P13	5	1	0	0	0	0	0	0	0	
P13	6	1	0	0	1	0	0	0	0	
P13	7	1	0	0	1	0	0	0	0	
P13	8	1	0	0	1	0	0	0	0	
P13	9	1	1	0	0	1	0	0	0	
P13	10	1	1	0	0	0	0	1	0	
P13	11	1	1	0	0	0	0	1	0	
P13	12	1	1	0	0	0	0	0	1	
P13	13	1	0	1	0	0	0	0	0	
P13	14	1	0	1	0	0	0	0	0	
P13	15	1	0	1	0	0	0	0	0	
P13	16	1	0	1	0	0	0	0	0	
P13	17	1	1	0	0	0	0	1	0	
P13	18	1	1	0	0	1	0	0	0	
P13	19	1	1	0	0	1	0	0	0	
P13	20	1	1	0	0	1	0	0	0	
P13	21	1	1	0	0	1	0	0	0	
P13	22	1	1	0	0	1	0	0	0	
P13	23	1	1	0	0	1	0	0	0	
P13	24	1	1	0	0	0	0	0	1	
P13	25	1	1	0	0	0	0	0	1	
P13	26	1	1	0	0	0	0	0	0	
P13	27	1	1	0	0	1	0	0	0	
P13	28	1	0	0	0	0	0	0	0	
P13	29	1	1	0	0	1	0	0	0	
P13	30	1	1	0	0	0	0	0	1	
P13	31	1	1	0	0	0	0	1	0	
P13	32	1	1	0	0	1	0	0	0	
P13	33	1	1	0	0	1	0	0	0	
P13	34	1	1	0	0	1	0	0	0	
P13	35	1	1	0	0	1	0	0	0	
P13	36	1	1	0	0	1	0	0	0	
P13	37	1	1	0	0	1	0	0	0	
P13	38	1	1	0	0	0	0	0	1	
P13	39	1	1	0	0	0	0	0	1	
P13	40	1	1	0	0	0	0	0	1	
P13	41	1	1	0	0	0	0	0	1	
P13	42	1	1	0	0	0	0	0	1	
P13	43	1	1	0	0	0	1	0	0	
P13	44	1	1	0	0	0	1	0	0	
P13	45	1	0	0	0	0	0	0	0	
P13	46	1	1	0	0	0	0	1	0	
P13	47	1	0	0	0	0	0	0	0	
P13	48	1	0	0	1	0	0	0	0	
P13	49	1	0	0	1	0	0	0	0	
P13	50	1	1	0	0	0	0	1	0	
P13	51	1	1	0	0	0	1	0	0	
P14	1	1	0	0	1	0	0	0	0	
P14	2	1	0	0	0	0	0	0	0	
P14	3	1	1	0	0	1	0	0	0	
P14	4	1	0	0	0	0	0	0	0	
P14	5	1	0	0	0	0	0	0	0	
P14	6	1	0	0	0	0	0	0	0	
P14	7	1	0	0	0	0	0	0	0	
P14	8	1	0	0	0	0	0	0	0	
P14	9	1	1	0	0	0	0	0	0	
P14	10	1	0	0	0	0	0	0	0	
P14	11	1	1	0	0	0	0	0	0	
P14	12	1	1	0	0	1	0	0	0	
P14	13	1	1	0	0	0	0	0	0	
P14	14	1	1	0	0	0	0	0	0	
P14	15	1	1	0	0	0	1	0	0	
P14	16	1	1	0	0	0	0	0	1	
P14	17	1	1	0	0	0	0	0	1	
P14	18	1	1	0	0	0	0	0	1	
P14	19	1	0	1	0	0	0	0	0	
P14	20	1	0	1	0	0	0	0	0	
P14	21	1	1	0	0	0	0	1	0	
P14	22	1	1	0	0	1	0	0	0	
P14	23	1	1	0	0	0	1	0	0	
P14	24	1	1	0	0	1	0	0	0	
P14	25	1	1	0	0	1	0	0	0	
P14	26	1	1	0	0	1	0	0	0	
P14	27	1	1	0	0	0	0	1	0	
P14	28	1	1	0	0	0	1	0	0	
P14	29	1	1	0	0	0	1	0	0	
P14	30	1	1	0	0	0	0	0	0	
P14	31	1	1	0	0	0	0	0	0	
P14	32	1	1	0	0	0	0	0	0	
P14	33	1	1	0	0	0	1	0	0	
P14	34	1	0	0	0	0	0	0	0	
P14	35	1	1	0	0	0	0	0	0	
P14	36	1	0	0	0	0	0	0	0	
P14	37	1	0	0	0	0	0	0	0	
P14	38	1	1	0	0	0	0	0	0	
P14	39	1	1	0	0	0	0	0	0	
P14	40	1	0	0	0	0	0	0	0	
P14	41	1	1	0	0	0	0	0	0	
P14	42	1	1	0	0	0	0	0	0	
P14	43	1	1	0	0	0	0	0	1	
P14	44	1	1	0	0	0	0	0	1	
P14	45	1	0	1	0	0	0	0	0	
P14	46	1	0	1	0	0	0	0	0	
P14	47	1	1	0	0	0	0	0	1	
P14	48	1	1	0	0	0	0	1	0	
P14	49	1	1	0	0	1	0	0	0	
P14	50	1	1	0	0	0	1	0	0	
P14	51	1	1	0	0	1	0	0	0	
P14	52	1	1	0	0	1	0	0	0	
P14	53	1	1	0	0	0	1	0	0	
P14	54	1	1	0	0	0	1	0	0	
P14	55	1	1	0	0	0	0	0	1	
P14	56	1	1	0	0	0	0	0	1	
P14	57	1	1	0	0	0	1	0	0	
P14	58	1	1	0	0	0	1	0	0	
P14	59	1	1	0	0	0	0	0	1	
P14	60	1	1	0	0	0	0	0	1	
P14	61	1	1	0	0	0	0	1	0	
P14	62	1	1	0	0	1	0	0	0	
P14	63	1	1	0	0	1	0	0	0	
P14	64	1	1	0	0	1	0	0	0	
P14	65	1	1	0	0	1	0	0	0	
P14	66	1	1	0	0	1	0	0	0	
P14	67	1	0	0	0	0	0	0	0	
P14	68	1	1	0	0	1	0	0	0	
P14	69	1	1	0	0	1	0	0	0	
P14	70	1	1	0	0	1	0	0	0	
P14	71	1	1	0	0	1	0	0	0	
P14	72	1	1	0	0	1	0	0	0	
P14	73	1	1	0	0	1	0	0	0	
P14	74	1	1	0	0	0	0	1	0	
P14	75	1	1	0	0	0	0	1	0	
P14	76	1	1	0	0	0	0	1	0	
P14	77	1	1	0	0	0	0	1	0	
P14	78	1	1	0	0	0	1	0	0	
P14	79	1	1	0	0	0	1	0	0	
P14	80	1	0	1	0	0	0	0	0	
P14	81	1	0	1	0	0	0	0	0	
P14	82	1	0	1	0	0	0	0	0	
P14	83	1	0	1	0	0	0	0	0	
P14	84	1	0	1	0	0	0	0	0	
P14	85	1	0	1	0	0	0	0	0	
P14	86	1	0	1	0	0	0	0	0	
P14	87	1	0	1	0	0	0	0	0	
P14	88	1	0	1	0	0	0	0	0	
P14	89	1	0	1	0	0	0	0	0	
P14	90	1	0	1	0	0	0	0	0	
P14	91	1	0	1	0	0	0	0	0	
P14	92	1	0	1	0	0	0	0	0	
P14	93	1	0	1	0	0	0	0	0	
P14	94	1	0	1	0	0	0	0	0	
P14	95	1	0	1	0	0	0	0	0	
P14	96	1	1	0	0	0	1	0	0	
P14	97	1	1	0	0	1	0	0	0	
P14	98	1	1	0	0	0	1	0	0	
P14	99	1	1	0	0	0	0	0	1	
P14	100	1	1	0	0	0	0	0	1	
P14	101	1	1	0	0	0	0	0	1	
P14	102	1	1	0	0	0	0	0	0	
P14	103	1	1	0	0	1	0	0	0	
P14	104	1	1	0	0	1	0	0	0	
