ParticipantName	FixationIndex	AOI[window]Hit	AOI[title]Hit	AOI[graph]Hit	AOI[legend]Hit	AOI[Q1]Hit	AOI[Q2]Hit	AOI[Q3]Hit	
P02	38	1	0	1	0	0	0	0	
P02	39	1	0	1	0	0	0	1	
P02	40	1	0	1	0	0	0	0	
P02	41	1	0	1	0	0	0	1	
P02	42	1	0	1	0	0	0	1	
P02	43	1	0	1	0	0	0	1	
P02	44	1	0	1	0	1	0	0	
P02	45	1	0	0	1	0	0	0	
P02	46	1	0	1	0	0	0	0	
P02	47	1	0	1	0	0	0	1	
P02	48	1	0	1	0	0	0	0	
P02	49	1	0	0	0	0	0	0	
P02	50	1	0	1	0	0	0	0	
P02	51	1	0	1	0	0	0	1	
P02	52	1	0	1	0	0	0	1	
P02	53	1	0	1	0	0	0	1	
P02	54	1	0	1	0	1	0	0	
P02	55	1	0	1	0	0	0	0	
P02	56	1	0	1	0	1	0	0	
P02	57	1	0	0	1	0	0	0	
P02	58	1	0	0	1	0	0	0	
P02	59	1	0	0	1	0	0	0	
P02	60	1	0	0	1	0	0	0	
P02	61	1	0	0	0	0	0	0	
P02	62	1	0	1	0	0	0	0	
P02	63	1	0	1	0	1	0	0	
P02	64	1	0	1	0	0	0	1	
P02	65	1	0	1	0	0	0	0	
P02	66	1	0	1	0	1	0	0	
P02	67	1	0	1	0	0	0	0	
P02	68	1	0	1	0	0	0	0	
P03	1	1	0	0	0	0	0	0	
P03	2	1	0	0	0	0	0	0	
P03	3	1	0	0	0	0	0	0	
P03	4	1	0	0	0	0	0	0	
P03	5	1	0	0	0	0	0	0	
P03	6	1	0	0	0	0	0	0	
P03	7	1	0	0	0	0	0	0	
P03	8	1	0	0	0	0	0	0	
P03	9	1	0	0	0	0	0	0	
P03	10	1	0	0	0	0	0	0	
P03	11	1	0	0	0	0	0	0	
P03	12	1	0	1	0	1	0	0	
P03	13	1	0	1	0	0	0	1	
P03	14	1	0	1	0	0	0	1	
P03	15	1	0	0	1	0	0	0	
P03	16	1	0	0	1	0	0	0	
P03	17	1	0	0	1	0	0	0	
P03	18	1	0	1	0	0	0	1	
P03	19	1	0	1	0	0	0	1	
P03	20	1	0	1	0	0	0	1	
P03	21	1	0	1	0	1	0	0	
P03	22	1	0	0	0	0	0	0	
P03	23	1	0	0	1	0	0	0	
P03	24	1	0	0	0	0	0	0	
P03	25	1	0	0	0	0	0	0	
P03	26	1	0	0	0	0	0	0	
P03	27	1	0	0	0	0	0	0	
P03	28	1	0	0	0	0	0	0	
P03	29	1	0	1	0	0	0	0	
P03	30	1	0	0	0	0	0	0	
P03	31	1	0	0	0	0	0	0	
P03	32	1	0	0	0	0	0	0	
P03	33	1	0	0	0	0	0	0	
P03	34	1	0	0	0	0	0	0	
P03	35	1	0	0	0	0	0	0	
P03	36	1	0	0	0	0	0	0	
P03	37	1	0	1	0	0	0	1	
P03	38	1	0	0	1	0	0	0	
P03	39	1	0	0	1	0	0	0	
P03	40	1	0	1	0	0	0	1	
P03	41	1	0	1	0	0	0	1	
P03	42	1	0	1	0	1	0	0	
P03	43	1	0	0	0	0	0	0	
P03	44	1	0	0	0	0	0	0	
P04	1	1	0	0	0	0	0	0	
P04	2	1	0	0	0	0	0	0	
P04	3	1	0	0	0	0	0	0	
P04	4	1	0	0	0	0	0	0	
P04	5	1	0	0	0	0	0	0	
P04	6	1	0	0	0	0	0	0	
P04	7	1	0	0	0	0	0	0	
P04	8	1	0	0	0	0	0	0	
P04	9	1	0	0	0	0	0	0	
P04	10	1	0	0	0	0	0	0	
P04	11	1	0	0	0	0	0	0	
P04	12	1	0	0	0	0	0	0	
P04	13	1	0	0	0	0	0	0	
P04	14	1	0	1	0	1	0	0	
P04	15	1	0	1	0	0	0	1	
P04	16	1	0	0	1	0	0	0	
P04	17	1	0	0	1	0	0	0	
P04	18	1	0	0	1	0	0	0	
P04	19	1	0	0	1	0	0	0	
P04	20	1	0	0	1	0	0	0	
P04	21	1	0	0	1	0	0	0	
P04	22	1	0	0	1	0	0	0	
P04	23	1	0	0	1	0	0	0	
P04	24	1	0	0	1	0	0	0	
P04	25	1	0	0	1	0	0	0	
P04	26	1	0	1	0	0	0	1	
P04	27	1	0	1	0	0	0	0	
P04	28	1	0	0	1	0	0	0	
P04	29	1	0	0	1	0	0	0	
P04	30	1	0	0	1	0	0	0	
P04	31	1	0	0	1	0	0	0	
P04	32	1	0	0	1	0	0	0	
P04	33	1	0	0	1	0	0	0	
P04	34	1	0	0	0	0	0	0	
P04	35	1	0	0	0	0	0	0	
P04	36	1	0	0	0	0	0	0	
P04	37	1	0	0	0	0	0	0	
P04	38	1	0	0	1	0	0	0	
P04	39	1	0	1	0	1	0	0	
P04	40	1	0	1	0	1	0	0	
P04	41	1	0	1	0	0	0	1	
P04	42	1	0	1	0	0	0	1	
P04	43	1	0	0	1	0	0	0	
P04	44	1	0	0	1	0	0	0	
P04	45	1	0	0	1	0	0	0	
P04	46	1	0	0	1	0	0	0	
P04	47	1	0	0	1	0	0	0	
P04	48	1	0	0	1	0	0	0	
P04	49	1	0	0	1	0	0	0	
P04	50	1	0	1	0	1	0	0	
P04	51	1	0	1	0	0	0	1	
P04	52	1	0	1	0	0	0	1	
P04	53	1	0	1	0	0	0	1	
P04	54	1	0	1	0	1	0	0	
P04	55	1	0	1	0	1	0	0	
P04	56	1	0	0	0	0	0	0	
P04	57	1	0	0	0	0	0	0	
P04	58	1	0	0	0	0	0	0	
P04	59	1	0	0	0	0	0	0	
P04	60	1	0	0	0	0	0	0	
P04	61	1	0	0	0	0	0	0	
P04	62	1	0	1	0	1	0	0	
P04	63	1	0	1	0	1	0	0	
P04	64	1	0	1	0	1	0	0	
P04	65	1	0	1	0	0	0	1	
P04	66	1	0	0	0	0	0	0	
P04	67	1	0	0	0	0	0	0	
P04	68	1	0	1	0	1	0	0	
P04	69	1	0	0	0	0	0	0	
P04	70	1	0	0	0	0	0	0	
P04	71	1	0	0	0	0	0	0	
P05	1	1	0	1	0	1	0	0	
P05	2	1	1	0	0	0	0	0	
P05	3	1	1	0	0	0	0	0	
P05	4	1	1	0	0	0	0	0	
P05	5	1	0	0	0	0	0	0	
P05	6	1	0	0	0	0	0	0	
P05	7	1	0	0	0	0	0	0	
P05	8	1	1	0	0	0	0	0	
P05	9	1	1	0	0	0	0	0	
P05	10	1	0	0	0	0	0	0	
P05	11	1	0	0	0	0	0	0	
P05	12	1	0	0	0	0	0	0	
P05	13	1	0	0	0	0	0	0	
P05	14	1	0	0	0	0	0	0	
P05	15	1	0	0	0	0	0	0	
P05	16	1	0	0	0	0	0	0	
P05	17	1	0	0	0	0	0	0	
P05	18	1	0	0	1	0	0	0	
P05	19	1	0	0	1	0	0	0	
P05	20	1	0	0	1	0	0	0	
P05	21	1	0	0	1	0	0	0	
P05	22	1	0	0	1	0	0	0	
P05	23	1	0	1	0	0	0	0	
P05	24	1	0	1	0	0	0	0	
P05	25	1	0	0	1	0	0	0	
P05	26	1	0	0	1	0	0	0	
P05	27	1	0	1	0	0	0	0	
P05	28	1	0	0	1	0	0	0	
P05	29	1	0	0	1	0	0	0	
P05	30	1	0	0	1	0	0	0	
P05	31	1	0	1	0	0	0	0	
P05	32	1	0	1	0	0	0	0	
P05	33	1	0	1	0	1	0	0	
P05	34	1	0	0	1	0	0	0	
P05	35	1	0	0	1	0	0	0	
P05	36	1	0	0	1	0	0	0	
P05	37	1	0	1	0	1	0	0	
P05	38	1	0	1	0	1	0	0	
P05	39	1	0	0	1	0	0	0	
P05	40	1	0	0	1	0	0	0	
P05	41	1	0	1	0	0	0	0	
P05	42	1	0	1	0	0	0	0	
P05	43	1	0	1	0	1	0	0	
P05	44	1	0	0	1	0	0	0	
P05	45	1	0	0	1	0	0	0	
P05	46	1	0	0	1	0	0	0	
P05	47	1	0	0	1	0	0	0	
P05	48	1	0	0	1	0	0	0	
P05	49	1	0	0	1	0	0	0	
P05	50	1	0	0	1	0	0	0	
P05	51	1	0	0	1	0	0	0	
P05	52	1	0	0	1	0	0	0	
P05	53	1	0	1	0	1	0	0	
P05	54	1	0	1	0	0	0	0	
P05	55	1	0	1	0	0	0	0	
P05	56	1	0	1	0	0	0	0	
P05	57	1	0	1	0	0	0	0	
P05	58	1	0	1	0	0	0	0	
P05	59	1	0	1	0	0	0	0	
P05	60	1	0	1	0	0	0	0	
P05	61	1	0	1	0	0	0	1	
P05	62	1	0	1	0	0	0	0	
P05	63	1	0	1	0	0	0	0	
P05	64	1	0	1	0	0	0	0	
P05	65	1	0	1	0	0	0	1	
P05	66	1	0	1	0	0	0	1	
P05	67	1	0	1	0	0	0	1	
P05	68	1	0	1	0	0	0	1	
P05	69	1	0	1	0	0	0	0	
P05	70	1	0	1	0	0	0	0	
P05	71	1	0	1	0	0	0	0	
P05	72	1	0	1	0	0	0	1	
P05	73	1	0	1	0	1	0	0	
P05	74	1	0	1	0	1	0	0	
P06	1	1	0	1	0	0	0	0	
P06	2	1	0	1	0	0	0	1	
P06	3	1	0	1	0	0	0	1	
P06	4	1	0	0	0	0	0	0	
P06	5	1	0	0	0	0	0	0	
P06	6	1	0	0	0	0	0	0	
P06	7	1	1	0	0	0	0	0	
P06	8	1	0	0	0	0	0	0	
P06	9	1	0	0	0	0	0	0	
P06	10	1	0	0	0	0	0	0	
P06	11	1	0	0	0	0	0	0	
P06	12	1	0	0	0	0	0	0	
P06	13	1	0	1	0	0	0	1	
P06	14	1	0	1	0	0	0	1	
P06	15	1	0	1	0	0	0	1	
P06	16	1	0	1	0	0	0	0	
P06	17	1	0	1	0	1	0	0	
P06	18	1	0	1	0	0	0	1	
P06	19	1	0	1	0	0	0	1	
P06	20	1	0	1	0	0	0	0	
P06	21	1	0	1	0	0	0	1	
P06	22	1	0	1	0	0	0	1	
P06	23	1	0	1	0	0	0	1	
P06	24	1	0	0	1	0	0	0	
P06	25	1	0	0	1	0	0	0	
P06	26	1	0	1	0	0	0	0	
P06	27	1	0	1	0	1	0	0	
P06	28	1	0	0	0	0	0	0	
P06	29	1	0	0	0	0	0	0	
P06	30	1	0	0	0	0	0	0	
P06	31	1	0	0	0	0	0	0	
P06	32	1	0	0	0	0	0	0	
P06	33	1	0	0	0	0	0	0	
P07	1	1	0	1	0	0	0	0	
P07	2	1	0	1	0	1	0	0	
P07	3	1	0	0	1	0	0	0	
P07	4	1	0	0	0	0	0	0	
P07	5	1	0	0	0	0	0	0	
P07	6	1	0	0	0	0	0	0	
P07	7	1	0	0	0	0	0	0	
P07	8	1	0	0	0	0	0	0	
P07	9	1	0	0	0	0	0	0	
P07	10	1	0	0	0	0	0	0	
P07	11	1	0	0	0	0	0	0	
P07	12	1	0	0	0	0	0	0	
P07	13	1	0	0	0	0	0	0	
P07	14	1	0	0	0	0	0	0	
P07	15	1	0	0	0	0	0	0	
P07	16	1	0	0	0	0	0	0	
P07	17	1	0	0	1	0	0	0	
P07	18	1	0	0	1	0	0	0	
P07	19	1	0	0	1	0	0	0	
P07	20	1	0	0	1	0	0	0	
P07	21	1	0	0	1	0	0	0	
P07	22	1	0	1	0	0	0	0	
P07	23	1	0	1	0	0	1	0	
P07	24	1	0	1	0	0	0	1	
P07	25	1	0	1	0	0	0	0	
P07	26	1	0	1	0	0	0	0	
P07	27	1	0	1	0	0	0	1	
P07	28	1	0	1	0	0	0	0	
P07	29	1	0	0	1	0	0	0	
P07	30	1	0	0	1	0	0	0	
P07	31	1	0	0	1	0	0	0	
P07	32	1	0	1	0	0	0	1	
P07	33	1	0	1	0	0	0	0	
P07	34	1	0	1	0	0	0	1	
P07	35	1	0	0	1	0	0	0	
P07	36	1	0	0	1	0	0	0	
P07	37	1	0	0	1	0	0	0	
P07	38	1	0	0	1	0	0	0	
P07	39	1	0	0	1	0	0	0	
P07	40	1	0	1	0	0	0	0	
P07	41	1	0	1	0	0	0	0	
P07	42	1	0	1	0	0	0	1	
P07	43	1	0	1	0	1	0	0	
P07	44	1	0	1	0	1	0	0	
P07	45	1	0	0	1	0	0	0	
P07	46	1	0	0	1	0	0	0	
P07	47	1	0	0	1	0	0	0	
P07	48	1	0	0	1	0	0	0	
P07	49	1	0	0	1	0	0	0	
P07	50	1	0	0	1	0	0	0	
P07	51	1	0	0	1	0	0	0	
P07	52	1	0	0	1	0	0	0	
P07	53	1	0	0	0	0	0	0	
P07	54	1	0	0	0	0	0	0	
P07	55	1	0	0	0	0	0	0	
P07	56	1	0	0	0	0	0	0	
P07	57	1	0	0	0	0	0	0	
P07	58	1	0	0	0	0	0	0	
P07	59	1	0	0	0	0	0	0	
P07	60	1	0	0	0	0	0	0	
P07	61	1	0	0	0	0	0	0	
P07	62	1	0	1	0	1	0	0	
P07	63	1	0	1	0	0	0	1	
P08	1	1	0	1	0	0	0	0	
P08	2	1	0	1	0	1	0	0	
P08	3	1	0	0	1	0	0	0	
P08	4	1	0	0	1	0	0	0	
P08	5	1	0	0	1	0	0	0	
P08	6	1	0	0	1	0	0	0	
P08	7	1	1	0	0	0	0	0	
P08	8	1	1	0	0	0	0	0	
P08	9	1	1	0	0	0	0	0	
P08	10	1	1	0	0	0	0	0	
P08	11	1	1	0	0	0	0	0	
P08	12	1	1	0	0	0	0	0	
P08	13	1	1	0	0	0	0	0	
P08	14	1	1	0	0	0	0	0	
P08	15	1	1	0	0	0	0	0	
P08	16	1	1	0	0	0	0	0	
P08	17	1	0	1	0	0	0	1	
P08	18	1	0	1	0	0	0	1	
P08	19	1	0	1	0	1	0	0	
P08	20	1	0	0	1	0	0	0	
P08	21	1	0	0	1	0	0	0	
P08	22	1	0	1	0	0	0	1	
P08	23	1	0	1	0	0	0	1	
P08	24	1	0	1	0	1	0	0	
P08	25	1	0	1	0	1	0	0	
P08	26	1	0	0	1	0	0	0	
P08	27	1	0	0	1	0	0	0	
P08	28	1	0	0	1	0	0	0	
P08	29	1	1	0	0	0	0	0	
P08	30	1	1	0	0	0	0	0	
P08	31	1	1	0	0	0	0	0	
P08	32	1	1	0	0	0	0	0	
P08	33	1	1	0	0	0	0	0	
P08	34	1	1	0	0	0	0	0	
P08	35	1	1	0	0	0	0	0	
P08	36	1	1	0	0	0	0	0	
P08	37	1	1	0	0	0	0	0	
P08	38	1	0	1	0	0	0	1	
P08	39	1	0	1	0	0	0	1	
P08	40	1	0	1	0	0	0	1	
P08	41	1	0	0	1	0	0	0	
P08	42	1	0	0	1	0	0	0	
P08	43	1	0	0	1	0	0	0	
P08	44	1	0	1	0	1	0	0	
P08	45	1	0	1	0	0	0	1	
P08	46	1	0	1	0	0	0	1	
P08	47	1	0	1	0	1	0	0	
P08	48	1	0	1	0	1	0	0	
P08	49	1	0	1	0	1	0	0	
P08	50	1	0	1	0	0	0	1	
P08	51	1	0	1	0	0	0	1	
P08	52	1	0	1	0	0	0	1	
P08	53	1	0	0	1	0	0	0	
P08	54	1	0	0	1	0	0	0	
P08	55	1	0	1	0	0	0	1	
P08	56	1	0	1	0	0	0	1	
P08	57	1	0	1	0	0	0	1	
P08	58	1	0	1	0	1	0	0	
P08	59	1	0	0	1	0	0	0	
P08	60	1	0	0	1	0	0	0	
P08	61	1	0	0	1	0	0	0	
P08	62	1	0	0	1	0	0	0	
P08	63	1	0	0	1	0	0	0	
P08	64	1	0	0	1	0	0	0	
P08	65	1	0	0	1	0	0	0	
P08	66	1	0	0	1	0	0	0	
P08	67	1	0	0	1	0	0	0	
P08	68	1	0	0	1	0	0	0	
P08	69	1	0	0	1	0	0	0	
P08	70	1	0	1	0	0	0	1	
P08	71	1	0	1	0	0	0	1	
P08	72	1	0	0	1	0	0	0	
P08	73	1	0	0	1	0	0	0	
P08	74	1	0	0	1	0	0	0	
P08	75	1	0	1	0	0	0	1	
P08	76	1	0	1	0	0	0	1	
P08	77	1	0	1	0	1	0	0	
P08	78	1	1	0	0	0	0	0	
P08	79	1	1	0	0	0	0	0	
P08	80	1	1	0	0	0	0	0	
P08	81	1	1	0	0	0	0	0	
P08	82	1	0	1	0	0	0	0	
P08	83	1	0	1	0	0	0	1	
P08	84	1	0	1	0	1	0	0	
P08	85	1	0	1	0	0	0	1	
P08	86	1	0	1	0	0	0	1	
P08	87	1	0	1	0	0	0	1	
P08	88	1	0	1	0	1	0	0	
P08	89	1	0	1	0	0	0	0	
P08	90	1	0	1	0	1	0	0	
P08	91	1	0	1	0	0	0	1	
P08	92	1	0	1	0	0	0	1	
P08	93	1	0	0	0	0	0	0	
P08	94	1	0	0	0	0	0	0	
P08	95	1	1	0	0	0	0	0	
P08	96	1	1	0	0	0	0	0	
P08	97	1	1	0	0	0	0	0	
P08	98	1	0	0	1	0	0	0	
P08	99	1	0	0	1	0	0	0	
P08	100	1	1	0	0	0	0	0	
P08	101	1	1	0	0	0	0	0	
P08	102	1	0	1	0	0	0	0	
P08	103	1	0	1	0	0	0	1	
P08	104	1	0	0	1	0	0	0	
P08	105	1	0	1	0	0	0	1	
P08	106	1	0	1	0	1	0	0	
P09	1	1	0	0	0	0	0	0	
P09	2	1	0	1	0	1	0	0	
P09	3	1	0	1	0	1	0	0	
P09	4	1	0	1	0	0	0	0	
P09	5	1	0	0	1	0	0	0	
P09	6	1	0	0	1	0	0	0	
P09	7	1	0	0	0	0	0	0	
P09	8	1	1	0	0	0	0	0	
P09	9	1	1	0	0	0	0	0	
P09	10	1	0	0	0	0	0	0	
P09	11	1	0	0	0	0	0	0	
P09	12	1	0	0	0	0	0	0	
P09	13	1	0	0	0	0	0	0	
P09	14	1	0	0	0	0	0	0	
P09	15	1	0	0	0	0	0	0	
P09	16	1	0	0	0	0	0	0	
P09	17	1	0	1	0	1	0	0	
P09	18	1	0	1	0	0	0	1	
P09	19	1	0	1	0	0	0	1	
P09	20	1	0	0	1	0	0	0	
P09	21	1	0	0	1	0	0	0	
P09	22	1	0	0	1	0	0	0	
P09	23	1	0	0	1	0	0	0	
P09	24	1	0	0	1	0	0	0	
P09	25	1	0	0	1	0	0	0	
P09	26	1	0	0	1	0	0	0	
P09	27	1	0	0	1	0	0	0	
P09	28	1	0	0	1	0	0	0	
P09	29	1	0	1	0	1	0	0	
P09	30	1	0	1	0	1	0	0	
P09	31	1	0	1	0	0	0	1	
P09	32	1	0	1	0	0	0	1	
P09	33	1	0	1	0	0	0	1	
P09	34	1	0	1	0	0	0	1	
P09	35	1	0	1	0	0	0	0	
P09	36	1	0	1	0	0	1	0	
P09	37	1	0	1	0	0	1	0	
P09	38	1	0	0	1	0	0	0	
P09	39	1	0	0	1	0	0	0	
P09	40	1	0	0	1	0	0	0	
P09	41	1	0	0	1	0	0	0	
P09	42	1	0	0	1	0	0	0	
P09	43	1	0	0	0	0	0	0	
P09	44	1	0	0	0	0	0	0	
P09	45	1	0	0	0	0	0	0	
P09	46	1	0	0	0	0	0	0	
P09	47	1	0	1	0	1	0	0	
P09	48	1	0	1	0	0	1	0	
P09	49	1	0	1	0	0	0	1	
P09	50	1	0	1	0	0	0	0	
P09	51	1	0	1	0	0	0	0	
P09	52	1	0	1	0	0	0	1	
P09	53	1	0	0	0	0	0	0	
P09	54	1	0	0	0	0	0	0	
P10	1	1	0	1	0	0	0	0	
P10	2	1	0	0	0	0	0	0	
P10	3	1	1	0	0	0	0	0	
P10	4	1	0	0	0	0	0	0	
P10	5	1	0	0	0	0	0	0	
P10	6	1	1	0	0	0	0	0	
P10	7	1	1	0	0	0	0	0	
P10	8	1	1	0	0	0	0	0	
P10	9	1	1	0	0	0	0	0	
P10	10	1	1	0	0	0	0	0	
P10	11	1	1	0	0	0	0	0	
P10	12	1	0	1	0	0	0	0	
P10	13	1	0	1	0	0	0	1	
P10	14	1	0	0	1	0	0	0	
P10	15	1	0	0	1	0	0	0	
P10	16	1	0	0	1	0	0	0	
P10	17	1	0	0	1	0	0	0	
P10	18	1	0	0	1	0	0	0	
P10	19	1	0	0	1	0	0	0	
P10	20	1	0	0	1	0	0	0	
P10	21	1	0	0	1	0	0	0	
P10	22	1	0	0	1	0	0	0	
P10	23	1	0	1	0	0	0	0	
P10	24	1	0	1	0	0	0	1	
P10	25	1	0	1	0	0	0	1	
P10	26	1	0	1	0	1	0	0	
P10	27	1	0	1	0	0	1	0	
P10	28	1	0	1	0	0	1	0	
P10	29	1	0	1	0	0	0	1	
P10	30	1	0	1	0	0	0	1	
P10	31	1	0	0	0	0	0	0	
P10	32	1	1	0	0	0	0	0	
P10	33	1	1	0	0	0	0	0	
P10	34	1	1	0	0	0	0	0	
P10	35	1	1	0	0	0	0	0	
P10	36	1	1	0	0	0	0	0	
P10	37	1	1	0	0	0	0	0	
P10	38	1	0	1	0	0	0	0	
P10	39	1	0	1	0	0	0	0	
P10	40	1	0	1	0	0	0	1	
P10	41	1	0	1	0	1	0	0	
P10	42	1	0	1	0	1	0	0	
P10	43	1	0	0	1	0	0	0	
P10	44	1	0	0	1	0	0	0	
P10	45	1	0	0	1	0	0	0	
P10	46	1	0	0	1	0	0	0	
P10	47	1	0	0	1	0	0	0	
P10	48	1	0	1	0	1	0	0	
P10	49	1	0	1	0	0	1	0	
P10	50	1	0	1	0	0	0	1	
P10	51	1	0	1	0	0	0	1	
P10	52	1	0	1	0	0	0	1	
P10	53	1	0	1	0	0	0	1	
P10	54	1	0	1	0	0	1	0	
P10	55	1	0	1	0	0	1	0	
P10	56	1	0	1	0	0	1	0	
P10	57	1	0	1	0	1	0	0	
P10	58	1	0	1	0	0	0	1	
P10	59	1	0	1	0	0	0	1	
P10	60	1	0	1	0	0	0	1	
P10	61	1	0	0	1	0	0	0	
P10	62	1	0	0	1	0	0	0	
P10	63	1	0	1	0	0	0	1	
P10	64	1	0	1	0	0	0	1	
P10	65	1	0	1	0	0	0	1	
P10	66	1	0	1	0	0	0	1	
P10	67	1	0	1	0	0	0	1	
P10	68	1	0	1	0	0	0	0	
P10	69	1	0	0	0	0	0	0	
P11	1	1	0	1	0	0	0	0	
P11	2	1	1	0	0	0	0	0	
P11	3	1	1	0	0	0	0	0	
P11	4	1	1	0	0	0	0	0	
P11	5	1	1	0	0	0	0	0	
P11	6	1	1	0	0	0	0	0	
P11	7	1	1	0	0	0	0	0	
P11	8	1	1	0	0	0	0	0	
P11	9	1	1	0	0	0	0	0	
P11	10	1	1	0	0	0	0	0	
P11	11	1	1	0	0	0	0	0	
P11	12	1	1	0	0	0	0	0	
P11	13	1	0	1	0	0	0	0	
P11	14	1	0	1	0	0	0	1	
P11	15	1	0	0	1	0	0	0	
P11	16	1	0	0	1	0	0	0	
P11	17	1	0	0	1	0	0	0	
P11	18	1	0	1	0	0	0	1	
P11	19	1	0	1	0	0	0	1	
P11	20	1	0	0	1	0	0	0	
P11	21	1	0	0	1	0	0	0	
P11	22	1	0	1	0	0	0	1	
P11	23	1	0	0	1	0	0	0	
P11	24	1	1	0	0	0	0	0	
P11	25	1	1	0	0	0	0	0	
P11	26	1	1	0	0	0	0	0	
P11	27	1	1	0	0	0	0	0	
P11	28	1	0	0	1	0	0	0	
P11	29	1	0	0	1	0	0	0	
P11	30	1	0	0	1	0	0	0	
P11	31	1	0	0	1	0	0	0	
P11	32	1	0	1	0	0	0	0	
P11	33	1	0	1	0	0	0	1	
P11	34	1	0	0	0	0	0	0	
P11	35	1	1	0	0	0	0	0	
P11	36	1	1	0	0	0	0	0	
P11	37	1	1	0	0	0	0	0	
P11	38	1	0	1	0	1	0	0	
P11	39	1	0	1	0	0	0	1	
P11	40	1	0	1	0	0	0	1	
P11	41	1	0	0	0	0	0	0	
P11	42	1	1	0	0	0	0	0	
P11	43	1	0	0	0	0	0	0	
P11	44	1	0	1	0	0	0	1	
P11	45	1	0	1	0	0	0	1	
P11	46	1	0	0	1	0	0	0	
P11	47	1	0	0	1	0	0	0	
P11	48	1	0	0	1	0	0	0	
P11	49	1	0	0	1	0	0	0	
P11	50	1	0	1	0	0	0	1	
P11	51	1	1	0	0	0	0	0	
P11	52	1	0	1	0	1	0	0	
P12	1	1	0	1	0	1	0	0	
P12	2	1	0	1	0	0	0	0	
P12	3	1	1	0	0	0	0	0	
P12	4	1	1	0	0	0	0	0	
P12	5	1	1	0	0	0	0	0	
P12	6	1	0	0	0	0	0	0	
P12	7	1	0	0	0	0	0	0	
P12	8	1	0	0	0	0	0	0	
P12	9	1	0	0	0	0	0	0	
P12	10	1	0	0	0	0	0	0	
P12	11	1	0	0	0	0	0	0	
P12	12	1	0	0	0	0	0	0	
P12	13	1	0	0	0	0	0	0	
P12	14	1	0	0	0	0	0	0	
P12	15	1	0	0	0	0	0	0	
P12	16	1	1	0	0	0	0	0	
P12	17	1	0	0	0	0	0	0	
P12	18	1	0	0	0	0	0	0	
P12	19	1	0	0	0	0	0	0	
P12	20	1	0	0	0	0	0	0	
P12	21	1	0	0	0	0	0	0	
P12	22	1	0	0	0	0	0	0	
P12	23	1	0	0	1	0	0	0	
P12	24	1	0	0	1	0	0	0	
P12	25	1	0	0	1	0	0	0	
P12	26	1	0	0	1	0	0	0	
P12	27	1	0	1	0	0	0	1	
P12	28	1	0	1	0	0	0	1	
P12	29	1	0	0	0	0	0	0	
P12	30	1	0	1	0	0	0	0	
P12	31	1	0	1	0	1	0	0	
P12	32	1	0	1	0	0	0	1	
P12	33	1	0	0	1	0	0	0	
P12	34	1	0	0	1	0	0	0	
P12	35	1	0	0	1	0	0	0	
