ParticipantName	LocalTimeStamp	FixationIndex	GazeEventDuration	AOI[window]Hit	AOI[title]Hit	AOI[graph]Hit	AOI[legend]Hit	AOI[Q3]Hit	AOI[Q2]Hit	AOI[Q1]Hit	
P04	09:34:58.052	80	240	1	0	1	0	0	1	0	
P04	09:34:58.336	81	277	1	0	1	0	1	0	0	
P04	09:34:58.642	82	170	1	0	1	0	1	0	0	
P04	09:34:58.829	83	247	1	0	1	0	1	0	0	
P04	09:34:59.149	84	173	1	0	0	0	0	0	0	
P04	09:34:59.346	85	197	1	0	0	0	0	0	0	
P04	09:34:59.562	86	77	1	0	0	0	0	0	0	
P04	09:34:59.809	87	183	1	0	0	0	0	0	0	
P04	09:35:00.015	88	193	1	0	0	0	0	0	0	
P04	09:35:00.219	89	183	1	0	0	0	0	0	0	
P04	09:35:00.429	90	217	1	0	0	0	0	0	0	
P04	09:35:00.672	91	223	1	0	0	0	0	0	0	
P04	09:35:00.925	92	203	1	0	0	0	0	0	0	
P04	09:35:01.159	93	187	1	0	0	0	0	0	0	
P04	09:35:01.369	94	157	1	0	0	0	0	0	0	
P04	09:35:01.549	95	250	1	0	0	0	0	0	0	
P04	09:35:02.135	96	187	1	0	1	0	0	0	1	
P04	09:35:02.352	97	163	1	0	1	0	0	0	1	
P04	09:35:02.568	98	197	1	0	0	1	0	0	0	
P04	09:35:02.775	99	127	1	0	0	1	0	0	0	
P04	09:35:02.948	100	230	1	0	0	0	0	0	0	
P04	09:35:03.348	101	103	1	0	0	0	0	0	0	
P04	09:35:03.478	102	277	1	0	0	0	0	0	0	
P04	09:35:03.768	103	180	1	0	0	0	0	0	0	
P04	09:35:03.975	104	230	1	0	0	0	0	0	0	
P04	09:35:04.228	105	197	1	0	0	0	0	0	0	
P04	09:35:04.458	106	120	1	0	0	0	0	0	0	
P04	09:35:04.745	107	147	1	0	0	0	0	0	0	
P04	09:35:04.908	108	227	1	0	0	0	0	0	0	
P04	09:35:05.161	109	287	1	0	0	0	0	0	0	
P04	09:35:05.461	110	323	1	0	0	0	0	0	0	
P04	09:35:05.808	111	357	1	0	0	0	0	0	0	
P04	09:35:06.201	112	80	1	0	0	0	0	0	0	
P04	09:35:06.428	113	120	1	0	0	0	0	0	0	
P04	09:35:06.585	114	283	1	0	0	0	0	0	0	
P04	09:35:06.908	115	173	1	0	0	0	0	0	0	
P04	09:35:07.115	116	80	1	0	0	0	0	0	0	
P04	09:35:07.371	117	107	1	0	0	0	0	0	0	
P04	09:35:07.498	118	213	1	0	0	0	0	0	0	
P04	09:35:07.754	119	283	1	0	0	0	0	0	0	
P04	09:35:08.351	120	193	1	0	1	0	0	0	1	
P04	09:35:08.568	121	237	1	0	1	0	0	0	1	
P04	09:35:08.848	122	120	1	0	1	0	0	0	1	
P04	09:35:09.194	123	203	1	0	0	0	0	0	0	
P04	09:35:09.444	124	177	1	0	0	0	0	0	0	
P04	09:35:09.671	125	277	1	0	0	0	0	0	0	
P04	09:35:09.978	126	253	1	0	0	0	0	0	0	
P04	09:35:10.261	127	233	1	0	0	0	0	0	0	
P04	09:35:10.544	128	233	1	0	0	0	0	0	0	
P04	09:35:10.827	129	200	1	0	0	0	0	0	0	
P04	09:35:11.051	130	323	1	0	0	0	0	0	0	
P04	09:35:11.397	131	357	1	0	0	0	0	0	0	
P04	09:35:11.814	132	343	1	0	1	0	1	0	0	
P04	09:35:12.201	133	143	1	0	1	0	0	0	1	
P04	09:35:12.364	134	247	1	0	1	0	0	0	0	
P04	09:35:12.644	135	273	1	0	1	0	0	0	1	
P04	09:35:12.920	136	257	1	0	1	0	0	0	1	
P04	09:35:13.220	137	190	1	0	1	0	0	0	0	
P04	09:35:13.430	138	207	1	0	1	0	0	0	0	
P04	09:35:13.664	139	323	1	0	1	0	0	0	1	
P04	09:35:14.020	140	177	1	0	1	0	0	0	0	
P04	09:35:14.214	141	300	1	0	1	0	0	0	0	
P04	09:35:14.540	142	277	1	0	1	0	0	0	0	
P04	09:35:14.837	143	320	1	0	1	0	0	0	0	
P04	09:35:15.180	144	597	1	0	1	0	0	0	0	
P04	09:35:15.817	145	343	1	0	1	0	0	0	1	
P04	09:35:16.363	146	80	1	0	1	0	0	0	1	
P04	09:35:16.487	147	273	1	0	1	0	1	0	0	
P04	09:35:16.787	148	107	1	0	1	0	1	0	0	
P04	09:35:16.960	149	107	1	0	0	0	0	0	0	
P04	09:35:17.093	150	280	1	0	0	0	0	0	0	
P04	09:35:17.403	151	83	1	0	0	0	0	0	0	
P04	09:35:17.540	152	373	1	1	0	0	0	0	0	
P04	09:35:17.977	153	140	1	0	1	0	1	0	0	
P04	09:35:18.140	154	227	1	0	1	0	1	0	0	
P04	09:35:18.393	155	210	1	0	1	0	1	0	0	
P04	09:35:18.676	156	137	1	0	0	0	0	0	0	
P04	09:35:18.830	157	173	1	0	0	0	0	0	0	
P04	09:35:19.020	158	283	1	0	0	0	0	0	0	
P04	09:35:19.326	159	320	1	0	0	0	0	0	0	
P04	09:35:19.790	160	150	1	0	0	0	0	0	0	
P04	09:35:19.970	161	317	1	0	0	0	0	0	0	
P04	09:35:20.756	162	150	1	0	0	0	0	0	0	
P04	09:35:20.949	163	183	1	0	0	0	0	0	0	
P04	09:35:21.153	164	320	1	0	0	0	0	0	0	
P04	09:35:21.509	165	77	1	0	0	0	0	0	0	
P04	09:35:21.746	166	153	1	0	0	0	0	0	0	
P04	09:35:21.939	167	217	1	0	0	0	0	0	0	
P04	09:35:22.203	168	183	1	0	1	0	0	0	1	
P04	09:35:22.406	169	227	1	0	1	0	0	0	1	
P04	09:35:22.679	170	377	1	0	0	0	0	0	0	
P04	09:35:23.576	171	277	1	0	0	0	0	0	0	
P05	15:24:23.073	1	457	1	0	1	0	0	0	1	
P05	15:24:23.417	2	217	1	1	0	0	0	0	0	
P05	15:24:23.637	3	533	1	1	0	0	0	0	0	
P05	15:24:24.203	4	207	1	1	0	0	0	0	0	
P05	15:24:24.440	5	233	1	1	0	0	0	0	0	
P05	15:24:24.707	6	237	1	1	0	0	0	0	0	
P05	15:24:24.970	7	327	1	0	0	0	0	0	0	
P05	15:24:25.310	8	150	1	0	0	0	0	0	0	
P05	15:24:25.483	9	310	1	0	0	0	0	0	0	
P05	15:24:25.817	10	107	1	0	0	0	0	0	0	
P05	15:24:25.977	11	180	1	1	0	0	0	0	0	
P05	15:24:26.183	12	240	1	1	0	0	0	0	0	
P05	15:24:26.450	13	317	1	1	0	0	0	0	0	
P05	15:24:26.796	14	247	1	0	0	0	0	0	0	
P05	15:24:27.063	15	160	1	0	0	0	0	0	0	
P05	15:24:27.243	16	267	1	1	0	0	0	0	0	
P05	15:24:27.533	17	260	1	0	0	0	0	0	0	
P05	15:24:27.816	18	240	1	0	0	0	0	0	0	
P05	15:24:28.080	19	187	1	0	0	0	0	0	0	
P05	15:24:28.313	20	187	1	1	0	0	0	0	0	
P05	15:24:28.519	21	217	1	1	0	0	0	0	0	
P05	15:24:28.763	22	273	1	1	0	0	0	0	0	
P05	15:24:29.063	23	290	1	1	0	0	0	0	0	
P05	15:24:29.373	24	490	1	0	0	0	0	0	0	
P05	15:24:29.886	25	277	1	0	0	0	0	0	0	
P05	15:24:30.189	26	387	1	0	0	0	0	0	0	
P05	15:24:30.599	27	150	1	0	0	0	0	0	0	
P05	15:24:30.779	28	300	1	0	0	0	0	0	0	
P05	15:24:31.119	29	223	1	0	0	0	0	0	0	
P05	15:24:31.369	30	490	1	0	0	0	0	0	0	
P05	15:24:31.879	31	207	1	0	0	0	0	0	0	
P05	15:24:32.112	32	223	1	0	0	0	0	0	0	
P05	15:24:32.362	33	133	1	0	0	0	0	0	0	
P05	15:24:32.522	34	197	1	0	0	0	0	0	0	
P05	15:24:32.736	35	160	1	0	0	0	0	0	0	
P05	15:24:32.922	36	287	1	0	0	0	0	0	0	
P05	15:24:33.232	37	197	1	0	0	0	0	0	0	
P05	15:24:33.452	38	140	1	0	0	0	0	0	0	
P05	15:24:33.619	39	187	1	0	0	0	0	0	0	
P05	15:24:33.829	40	257	1	1	0	0	0	0	0	
P05	15:24:34.129	41	193	1	1	0	0	0	0	0	
P05	15:24:34.345	42	247	1	1	0	0	0	0	0	
P05	15:24:34.615	43	217	1	1	0	0	0	0	0	
P05	15:24:34.855	44	90	1	0	0	0	0	0	0	
P05	15:24:35.015	45	127	1	0	0	1	0	0	0	
P05	15:24:35.155	46	157	1	0	0	1	0	0	0	
P05	15:24:35.329	47	420	1	0	0	1	0	0	0	
P05	15:24:35.795	48	270	1	0	1	0	0	0	1	
P05	15:24:36.098	49	227	1	0	1	0	0	0	1	
P05	15:24:36.358	50	270	1	0	1	0	0	1	0	
P05	15:24:36.669	51	330	1	0	1	0	0	0	0	
P05	15:24:37.042	52	260	1	0	1	0	0	0	0	
P05	15:24:37.342	53	110	1	0	1	0	1	0	0	
P05	15:24:37.455	54	370	1	0	1	0	1	0	0	
P05	15:24:37.862	55	160	1	0	1	0	1	0	0	
P05	15:24:38.088	56	190	1	0	0	0	0	0	0	
P05	15:24:38.375	57	187	1	0	0	0	0	0	0	
P05	15:24:38.682	58	417	1	0	0	0	0	0	0	
P05	15:24:39.122	59	410	1	1	0	0	0	0	0	
P05	15:24:39.565	60	233	1	0	0	0	0	0	0	
P05	15:24:39.818	61	523	1	0	0	0	0	0	0	
P05	15:24:40.365	62	270	1	0	0	0	0	0	0	
P05	15:24:40.651	63	573	1	0	0	0	0	0	0	
P05	15:24:41.241	64	627	1	0	0	0	0	0	0	
P05	15:24:41.888	65	260	1	0	0	0	0	0	0	
P05	15:24:42.168	66	223	1	0	0	0	0	0	0	
P05	15:24:42.408	67	657	1	0	0	0	0	0	0	
P05	15:24:43.068	68	447	1	0	0	0	0	0	0	
P05	15:24:43.558	69	143	1	0	1	0	0	0	1	
P05	15:24:43.748	70	203	1	0	1	0	0	0	1	
P05	15:24:43.994	71	173	1	0	1	0	0	0	0	
P05	15:24:44.208	72	383	1	0	1	0	0	0	1	
P06	16:37:59.708	1	303	1	0	1	0	0	1	0	
P06	16:37:59.921	2	113	1	0	1	0	0	0	1	
P06	16:38:00.094	3	123	1	0	0	0	0	0	0	
P06	16:38:00.258	4	210	1	0	0	0	0	0	0	
P06	16:38:00.484	5	153	1	0	0	0	0	0	0	
P06	16:38:00.674	6	293	1	0	0	0	0	0	0	
P06	16:38:00.994	7	143	1	0	0	0	0	0	0	
P06	16:38:01.171	8	213	1	0	0	0	0	0	0	
P06	16:38:01.408	9	160	1	0	0	0	0	0	0	
P06	16:38:01.591	10	163	1	0	0	0	0	0	0	
P06	16:38:01.787	11	183	1	0	0	0	0	0	0	
P06	16:38:02.001	12	157	1	0	0	0	0	0	0	
P06	16:38:02.181	13	113	1	0	0	0	0	0	0	
P06	16:38:02.414	14	117	1	0	0	0	0	0	0	
P06	16:38:02.564	15	173	1	0	0	0	0	0	0	
P06	16:38:02.761	16	263	1	0	0	0	0	0	0	
P06	16:38:03.034	17	187	1	0	0	0	0	0	0	
P06	16:38:03.250	18	280	1	0	0	0	0	0	0	
P06	16:38:03.557	19	197	1	0	0	0	0	0	0	
P06	16:38:03.787	20	277	1	0	0	0	0	0	0	
P06	16:38:04.087	21	100	1	0	0	0	0	0	0	
P06	16:38:04.217	22	240	1	0	0	0	0	0	0	
P06	16:38:04.484	23	147	1	0	0	0	0	0	0	
P06	16:38:04.667	24	190	1	1	0	0	0	0	0	
P06	16:38:04.917	25	123	1	0	1	0	0	0	1	
P06	16:38:05.064	26	177	1	0	1	0	0	0	1	
P06	16:38:05.294	27	187	1	0	0	1	0	0	0	
P06	16:38:05.500	28	560	1	0	0	1	0	0	0	
P06	16:38:06.077	29	603	1	0	0	1	0	0	0	
P06	16:38:06.743	30	163	1	0	1	0	0	0	1	
P06	16:38:06.927	31	230	1	0	1	0	0	0	1	
P06	16:38:07.193	32	170	1	0	1	0	0	0	1	
P06	16:38:07.383	33	437	1	0	1	0	0	0	1	
P06	16:38:07.853	34	240	1	0	1	0	0	1	0	
P06	16:38:08.096	35	133	1	0	1	0	0	1	0	
P06	16:38:08.253	36	233	1	0	1	0	0	1	0	
P06	16:38:08.513	37	153	1	0	1	0	0	1	0	
P06	16:38:08.760	38	173	1	0	0	0	0	0	0	
P06	16:38:08.990	39	147	1	0	0	0	0	0	0	
P06	16:38:09.173	40	143	1	0	0	0	0	0	0	
P06	16:38:09.350	41	153	1	0	0	0	0	0	0	
P06	16:38:09.570	42	213	1	0	1	0	0	0	1	
P06	16:38:09.806	43	213	1	0	1	0	0	0	1	
P06	16:38:10.030	44	233	1	0	1	0	0	0	1	
P06	16:38:10.290	45	317	1	0	1	0	0	0	1	
P06	16:38:10.623	46	160	1	0	1	0	0	0	1	
P06	16:38:10.800	47	233	1	0	1	0	0	0	1	
P06	16:38:11.046	48	497	1	0	1	0	0	0	1	
P06	16:38:11.693	49	70	1	0	0	0	0	0	0	
P06	16:38:11.786	50	183	1	0	0	0	0	0	0	
P06	16:38:12.016	51	163	1	0	0	0	0	0	0	
P06	16:38:12.219	52	73	1	0	0	0	0	0	0	
P06	16:38:12.329	53	200	1	0	0	0	0	0	0	
P06	16:38:12.553	54	150	1	0	0	0	0	0	0	
P06	16:38:12.739	55	233	1	0	0	0	0	0	0	
P06	16:38:12.996	56	173	1	0	0	0	0	0	0	
P06	16:38:13.189	57	180	1	0	0	0	0	0	0	
P06	16:38:13.389	58	180	1	0	0	0	0	0	0	
P06	16:38:13.582	59	187	1	0	0	0	0	0	0	
P06	16:38:13.789	60	297	1	0	0	0	0	0	0	
P06	16:38:14.089	61	663	1	0	0	0	0	0	0	
P06	16:38:14.779	62	143	1	0	0	0	0	0	0	
P06	16:38:14.942	63	390	1	0	0	0	0	0	0	
P06	16:38:15.492	64	137	1	0	1	0	0	0	0	
P06	16:38:15.656	65	180	1	0	1	0	1	0	0	
P06	16:38:15.902	66	143	1	0	0	0	0	0	0	
P07	10:30:45.491	1	193	1	0	1	0	0	0	0	
P07	10:30:45.704	2	130	1	0	1	0	0	0	1	
P07	10:30:45.891	3	120	1	0	0	0	0	0	0	
P07	10:30:46.054	4	293	1	1	0	0	0	0	0	
P07	10:30:46.367	5	247	1	0	0	0	0	0	0	
P07	10:30:46.651	6	203	1	0	0	0	0	0	0	
P07	10:30:46.874	7	130	1	0	0	0	0	0	0	
P07	10:30:47.027	8	137	1	0	0	0	0	0	0	
P07	10:30:47.184	9	140	1	0	0	0	0	0	0	
P07	10:30:47.347	10	210	1	0	0	0	0	0	0	
P07	10:30:47.601	11	123	1	0	0	0	0	0	0	
P07	10:30:47.741	12	280	1	0	0	0	0	0	0	
P07	10:30:48.057	13	97	1	0	0	0	0	0	0	
P07	10:30:48.177	14	120	1	0	0	0	0	0	0	
P07	10:30:48.330	15	160	1	0	0	0	0	0	0	
P07	10:30:48.507	16	277	1	0	0	0	0	0	0	
P07	10:30:48.810	17	157	1	0	0	0	0	0	0	
P07	10:30:48.984	18	140	1	0	0	0	0	0	0	
P07	10:30:49.164	19	763	1	0	0	0	0	0	0	
P07	10:30:49.964	20	583	1	0	0	0	0	0	0	
P07	10:30:50.590	21	247	1	0	0	0	0	0	0	
P07	10:30:50.857	22	133	1	0	0	0	0	0	0	
P07	10:30:51.030	23	210	1	0	0	0	0	0	0	
P07	10:30:51.263	24	197	1	0	0	0	0	0	0	
P07	10:30:51.507	25	193	1	0	0	0	0	0	0	
P07	10:30:51.743	26	207	1	0	0	0	0	0	0	
P07	10:30:51.970	27	143	1	0	0	0	0	0	0	
P07	10:30:52.137	28	190	1	0	0	0	0	0	0	
P07	10:30:52.610	29	117	1	0	0	1	0	0	0	
P07	10:30:52.747	30	157	1	0	0	1	0	0	0	
P07	10:30:52.920	31	250	1	0	0	1	0	0	0	
P07	10:30:53.190	32	293	1	0	0	1	0	0	0	
P07	10:30:53.503	33	183	1	0	0	1	0	0	0	
P07	10:30:53.733	34	217	1	0	1	0	0	0	1	
P07	10:30:53.996	35	153	1	0	0	1	0	0	0	
P07	10:30:54.166	36	290	1	0	0	1	0	0	0	
P07	10:30:54.503	37	107	1	0	0	0	0	0	0	
P07	10:30:54.710	38	107	1	0	0	0	0	0	0	
P07	10:30:54.863	39	243	1	1	0	0	0	0	0	
P07	10:30:55.126	40	130	1	0	0	0	0	0	0	
P07	10:30:55.293	41	160	1	0	0	0	0	0	0	
P07	10:30:55.473	42	130	1	0	0	0	0	0	0	
P07	10:30:55.639	43	187	1	0	0	0	0	0	0	
P07	10:30:55.853	44	253	1	0	0	0	0	0	0	
P07	10:30:56.130	45	190	1	0	0	0	0	0	0	
P07	10:30:56.359	46	520	1	0	0	0	0	0	0	
P07	10:30:56.919	47	200	1	0	0	0	0	0	0	
P07	10:30:57.166	48	253	1	0	0	0	0	0	0	
P07	10:30:57.443	49	403	1	0	0	0	0	0	0	
P07	10:30:57.889	50	67	1	0	0	0	0	0	0	
P07	10:30:57.996	51	80	1	0	0	0	0	0	0	
P07	10:30:58.096	52	157	1	0	0	0	0	0	0	
P07	10:30:58.296	53	197	1	0	0	0	0	0	0	
P07	10:30:58.536	54	137	1	0	0	0	0	0	0	
P07	10:30:58.692	55	193	1	0	0	0	0	0	0	
P07	10:30:58.919	56	170	1	0	0	0	0	0	0	
P07	10:30:59.129	57	110	1	0	0	0	0	0	0	
P07	10:30:59.282	58	207	1	0	0	0	0	0	0	
P07	10:30:59.536	59	177	1	0	0	0	0	0	0	
P07	10:30:59.736	60	117	1	0	0	0	0	0	0	
P07	10:30:59.889	61	140	1	0	0	0	0	0	0	
P07	10:31:00.046	62	137	1	0	0	0	0	0	0	
P07	10:31:00.319	63	347	1	0	1	0	0	0	1	
P07	10:31:00.689	64	107	1	0	1	0	0	0	1	
P07	10:31:00.846	65	150	1	0	0	1	0	0	0	
P07	10:31:01.012	66	133	1	0	0	1	0	0	0	
P07	10:31:01.162	67	153	1	0	0	1	0	0	0	
P07	10:31:01.332	68	310	1	0	0	1	0	0	0	
P07	10:31:01.659	69	333	1	0	0	1	0	0	0	
P07	10:31:02.009	70	257	1	0	0	1	0	0	0	
P07	10:31:02.325	71	300	1	0	1	0	0	0	1	
P07	10:31:02.645	72	137	1	0	1	0	0	0	1	
P07	10:31:02.815	73	107	1	0	1	0	0	0	1	
P07	10:31:02.972	74	227	1	0	0	1	0	0	0	
P07	10:31:03.229	75	117	1	0	0	1	0	0	0	
P07	10:31:03.362	76	207	1	0	0	1	0	0	0	
P07	10:31:03.615	77	187	1	0	1	0	0	0	1	
P07	10:31:03.822	78	287	1	0	1	0	0	0	1	
P07	10:31:04.132	79	247	1	0	1	0	0	0	1	
P07	10:31:04.425	80	137	1	0	1	0	0	0	1	
P07	10:31:04.672	81	203	1	0	0	1	0	0	0	
P07	10:31:04.892	82	147	1	0	0	1	0	0	0	
P07	10:31:05.292	83	283	1	0	0	1	0	0	0	
P07	10:31:05.595	84	307	1	0	0	1	0	0	0	
P07	10:31:05.908	85	187	1	0	0	1	0	0	0	
P07	10:31:06.115	86	90	1	0	0	1	0	0	0	
P07	10:31:06.258	87	183	1	0	1	0	0	0	1	
P07	10:31:06.455	88	190	1	0	1	0	0	0	1	
P07	10:31:06.708	89	180	1	0	1	0	0	1	0	
P07	10:31:06.915	90	163	1	0	1	0	0	1	0	
P07	10:31:07.101	91	160	1	0	1	0	0	1	0	
P07	10:31:07.401	92	193	1	0	0	1	0	0	0	
P07	10:31:07.678	93	120	1	0	0	0	0	0	0	
P07	10:31:07.845	94	140	1	0	0	0	0	0	0	
P07	10:31:08.041	95	187	1	1	0	0	0	0	0	
P07	10:31:08.245	96	267	1	0	0	0	0	0	0	
P07	10:31:08.545	97	163	1	0	0	0	0	0	0	
P07	10:31:08.751	98	270	1	0	0	0	0	0	0	
P07	10:31:09.134	99	77	1	0	0	0	0	0	0	
P07	10:31:09.261	100	293	1	0	0	1	0	0	0	
P07	10:31:09.571	101	173	1	0	0	1	0	0	0	
P07	10:31:09.751	102	237	1	0	0	1	0	0	0	
P07	10:31:10.038	103	163	1	0	1	0	0	0	1	
P07	10:31:10.361	104	127	1	0	1	0	0	0	1	
P07	10:31:10.511	105	367	1	0	1	0	0	0	1	
P07	10:31:10.918	106	540	1	0	0	1	0	0	0	
P07	10:31:11.508	107	283	1	0	1	0	0	0	1	
P07	10:31:11.831	108	150	1	0	1	0	0	0	1	
P07	10:31:12.027	109	127	1	0	1	0	0	0	1	
P07	10:31:12.194	110	290	1	0	1	0	0	1	0	
P07	10:31:12.657	111	160	1	0	1	0	0	1	0	
P07	10:31:12.837	112	143	1	0	1	0	0	1	0	
P07	10:31:13.174	113	273	1	0	1	0	0	1	0	
P07	10:31:13.497	114	143	1	0	1	0	0	1	0	
P07	10:31:13.681	115	340	1	0	1	0	0	1	0	
P07	10:31:14.074	116	213	1	0	1	0	0	0	1	
P07	10:31:14.317	117	207	1	0	1	0	0	0	1	
P07	10:31:14.574	118	153	1	0	0	0	0	0	0	
P07	10:31:14.754	119	130	1	0	0	0	0	0	0	
P07	10:31:14.931	120	447	1	0	0	0	0	0	0	
P07	10:31:15.397	121	480	1	0	0	0	0	0	0	
P07	10:31:16.060	122	190	1	0	0	0	0	0	0	
P07	10:31:16.420	123	127	1	0	1	0	0	0	1	
P07	10:31:16.607	124	220	1	0	0	1	0	0	0	
P08	09:29:56.573	1	367	0	0	0	0	0	0	0	
P08	09:29:56.840	2	100	1	0	0	0	0	0	0	
P08	09:29:56.964	3	87	1	1	0	0	0	0	0	
P08	09:29:57.390	4	217	1	1	0	0	0	0	0	
P08	09:29:57.623	5	270	1	1	0	0	0	0	0	
P08	09:29:57.927	6	137	1	1	0	0	0	0	0	
P08	09:29:58.093	7	257	1	1	0	0	0	0	0	
P08	09:29:58.600	8	217	1	1	0	0	0	0	0	
P08	09:29:59.010	9	100	1	1	0	0	0	0	0	
P08	09:29:59.143	10	173	1	1	0	0	0	0	0	
P08	09:29:59.350	11	503	1	1	0	0	0	0	0	
P08	09:29:59.880	12	167	1	0	0	0	0	0	0	
P08	09:30:00.076	13	183	1	1	0	0	0	0	0	
P08	09:30:00.316	14	167	1	0	0	1	0	0	0	
P08	09:30:00.500	15	250	1	0	0	1	0	0	0	
P08	09:30:00.760	16	1333	1	0	0	1	0	0	0	
P08	09:30:02.096	17	157	1	0	0	1	0	0	0	
P08	09:30:02.343	18	190	1	0	1	0	0	0	1	
P08	09:30:02.559	19	70	1	0	1	0	0	0	1	
P08	09:30:02.639	20	460	1	0	1	0	0	0	1	
P08	09:30:03.113	21	63	1	0	1	0	0	0	1	
P08	09:30:03.286	22	100	1	0	1	0	0	0	1	
P08	09:30:03.489	23	567	1	0	1	0	0	0	1	
P08	09:30:04.086	24	533	1	0	1	0	0	0	1	
P08	09:30:04.623	25	160	1	0	1	0	0	0	1	
P08	09:30:04.823	26	437	1	0	1	0	0	1	0	
P08	09:30:05.272	27	347	1	0	1	0	0	1	0	
P08	09:30:05.656	28	207	1	0	1	0	1	0	0	
P08	09:30:05.959	29	203	1	0	0	1	0	0	0	
P08	09:30:06.269	30	250	1	0	1	0	0	0	1	
P08	09:30:06.546	31	137	1	0	1	0	0	0	1	
P08	09:30:06.739	32	150	1	0	0	1	0	0	0	
P08	09:30:06.922	33	397	1	0	0	1	0	0	0	
P08	09:30:07.486	34	163	1	1	0	0	0	0	0	
P08	09:30:07.699	35	220	1	1	0	0	0	0	0	
P08	09:30:07.945	36	110	1	1	0	0	0	0	0	
P08	09:30:08.102	37	223	1	0	0	1	0	0	0	
P08	09:30:08.372	38	210	1	0	1	0	0	0	1	
P08	09:30:08.599	39	187	1	0	1	0	0	0	1	
P08	09:30:08.789	40	533	1	0	1	0	0	0	1	
P08	09:30:09.372	41	1130	1	0	0	1	0	0	0	
P08	09:30:10.592	42	283	1	0	1	0	0	0	1	
P08	09:30:10.878	43	63	1	0	1	0	0	0	1	
P08	09:30:11.022	44	287	1	0	0	1	0	0	0	
P08	09:30:11.472	45	967	1	0	1	0	0	0	1	
P08	09:30:12.448	46	170	1	0	1	0	0	0	1	
P08	09:30:12.655	47	1083	1	0	1	0	0	0	1	
P08	09:30:13.825	48	170	1	0	0	1	0	0	0	
P08	09:30:14.078	49	150	1	0	1	0	0	0	0	
P08	09:30:14.255	50	217	1	0	1	0	0	0	1	
P08	09:30:14.811	51	353	1	0	0	0	0	0	0	
P08	09:30:15.258	52	480	1	0	1	0	0	0	0	
P08	09:30:15.771	53	393	1	0	1	0	0	0	1	
P08	09:30:16.244	54	293	1	0	0	1	0	0	0	
P08	09:30:16.588	55	370	1	0	1	0	0	0	0	
P09	10:18:51.021	1	433	1	0	0	0	0	0	0	
P09	10:18:51.275	2	120	1	0	1	0	0	0	1	
P09	10:18:51.455	3	107	1	1	0	0	0	0	0	
P09	10:18:51.595	4	200	1	1	0	0	0	0	0	
P09	10:18:51.821	5	183	1	1	0	0	0	0	0	
P09	10:18:52.031	6	200	1	1	0	0	0	0	0	
P09	10:18:52.251	7	270	1	0	0	0	0	0	0	
P09	10:18:52.561	8	187	1	0	0	0	0	0	0	
P09	10:18:52.785	9	183	1	0	0	0	0	0	0	
P09	10:18:52.995	10	173	1	0	0	0	0	0	0	
P09	10:18:53.215	11	207	1	0	0	0	0	0	0	
P09	10:18:53.444	12	147	1	0	0	0	0	0	0	
P09	10:18:53.624	13	293	1	0	0	0	0	0	0	
P09	10:18:53.958	14	217	1	0	0	0	0	0	0	
P09	10:18:54.218	15	180	1	0	0	0	0	0	0	
P09	10:18:54.431	16	190	1	0	0	0	0	0	0	
P09	10:18:54.648	17	167	1	0	0	0	0	0	0	
P09	10:18:54.854	18	180	1	0	0	0	0	0	0	
P09	10:18:55.071	19	283	1	0	0	0	0	0	0	
P09	10:18:55.431	20	400	1	0	0	1	0	0	0	
P09	10:18:55.841	21	390	1	0	0	1	0	0	0	
P09	10:18:56.281	22	243	1	0	1	0	0	0	1	
P09	10:18:56.571	23	337	1	0	0	1	0	0	0	
P09	10:18:56.957	24	497	1	0	1	0	0	0	1	
P09	10:18:57.487	25	370	1	0	1	0	0	0	1	
P09	10:18:57.900	26	147	1	0	1	0	0	1	0	
P09	10:18:58.107	27	533	1	0	0	1	0	0	0	
P09	10:18:58.684	28	397	1	0	0	0	0	0	0	
P09	10:18:59.150	29	100	1	0	1	0	0	0	0	
P09	10:18:59.307	30	100	1	0	0	0	0	0	0	
P09	10:18:59.430	31	120	1	0	0	0	0	0	0	
P09	10:18:59.584	32	200	1	0	0	0	0	0	0	
P09	10:18:59.817	33	260	1	0	0	0	0	0	0	
P09	10:19:00.120	34	310	1	0	1	0	0	0	1	
P09	10:19:00.453	35	200	1	0	1	0	0	0	1	
P09	10:19:00.724	36	200	1	0	0	0	0	0	0	
P09	10:19:00.960	37	227	1	1	0	0	0	0	0	
P09	10:19:01.230	38	463	1	0	0	1	0	0	0	
P09	10:19:01.740	39	203	1	0	1	0	0	1	0	
P09	10:19:01.977	40	350	1	0	1	0	1	0	0	
P10	11:01:16.733	1	63	1	0	1	0	0	1	0	
P10	11:01:17.133	2	100	1	1	0	0	0	0	0	
P10	11:01:17.303	3	160	1	1	0	0	0	0	0	
P10	11:01:17.517	4	223	1	1	0	0	0	0	0	
P10	11:01:17.860	5	217	1	1	0	0	0	0	0	
P10	11:01:18.120	6	303	1	1	0	0	0	0	0	
P10	11:01:18.456	7	177	1	1	0	0	0	0	0	
P10	11:01:18.683	8	233	1	1	0	0	0	0	0	
P10	11:01:18.950	9	143	1	1	0	0	0	0	0	
P10	11:01:19.123	10	187	1	1	0	0	0	0	0	
P10	11:01:19.360	11	220	1	1	0	0	0	0	0	
P10	11:01:19.623	12	167	1	1	0	0	0	0	0	
P10	11:01:19.893	13	197	1	1	0	0	0	0	0	
